"","Phylo","Species","Family","Order","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"198","Aythya marila","Aythya_marila","Anatidae","Anseriformes",47.8,29.7,22.9,14.3,34.2,213.5,104.1,108.9,48.9,53.5,1005.4,"Wetland",3,"3","Omnivore","Aquatic predator","Aquatic",46.75,74.67,64.6,26.26,11929401.28,"Extant"
"199","Pygoscelis antarcticus","Pygoscelis_antarcticus","Spheniscidae","Sphenisciformes",61.8,34,14.8,19.2,27,100.5,4.8,95.7,4.8,138,4146.1,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-68.89,-53.97,-61.33,-39.89,12591.58,"Extant"
"200","Phalacrocorax bougainvillii","Phalacrocorax_bougainvillii","Phalacrocoracidae","Suliformes",69.7,54.8,11,12.9,69.3,292.8,107.9,184.9,36.8,104.8,2485,"Marine",3,"1","Carnivore","Aquatic predator","Aquatic",-45.67,-5.64,-21.54,-73.36,465608.86,"Extant"
"201","Anas rhynchotis","Anas_rhynchotis","Anatidae","Anseriformes",63.8,45.4,19.4,17.4,30.8,224.2,123,101.2,54.8,71,639,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-46.68,-14.05,-29.63,139.27,4454068.38,"Extant"
"202","Pseudobulweria macgillivrayi","Pseudobulweria_macgillivrayi","Procellariidae","Procellariiformes",30.2,19,6.6,8.2,36.4,204,124,80,60.8,82,143,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-19.62,-15.8,-17.81,115.68,146910.59,"Extant"
"203","Phalacrocorax coronatus","Phalacrocorax_coronatus","Phalacrocoracidae","Suliformes",34.6,26.9,6.9,10.2,39.1,205.8,69.8,134,34.2,138.4,762.2,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-34.92,-19.66,-28.09,16.32,20849.72,"Extant"
"204","Synthliboramphus craveri","Synthliboramphus_craveri","Alcidae","Charadriiformes",23.6,17.7,4.1,5.6,22.4,119.5,55,63,46.6,36.5,151,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",22.18,31.91,26.2,-111.99,379404.15,"Extant"
"205","Thalassarche chlororhynchos","Thalassarche_chlororhynchos","Diomedeidae","Procellariiformes",113,83.8,19.1,30.4,71,465,313.8,151.2,67.5,186,2128.8,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-51.51,-3.66,-34.74,-13.85,21606227.43,"Extant"
"206","Eudyptes schlegeli","Eudyptes_schlegeli","Spheniscidae","Sphenisciformes",70.7,43.9,16.4,26.9,29.7,121,6.3,114.7,5.2,95.2,4242.6,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-54.78,-54.49,-54.63,158.88,127.71,"Extant"
"207","Anas georgica","Anas_georgica","Anatidae","Anseriformes",34.3,25.7,13,13.1,31.3,205.6,97,109.7,47,89.4,623.8,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-55.98,3.76,-33.81,-66.27,4166039.59,"Extant"
"208","Pelecanoides georgicus","Pelecanoides_georgicus","Pelecanoididae","Procellariiformes",21.1,11.7,6.3,6,22.2,110.8,56.6,54.1,51.1,42.8,121,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-67.79,-41.21,-52.94,51.16,8778963.19,"Extant"
"209","Phalacrocorax sulcirostris","Phalacrocorax_sulcirostris","Phalacrocoracidae","Suliformes",51.9,39.4,8.6,11.5,45.3,248.8,95,153.8,38.1,128.8,995,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-46.07,2.65,-20.07,139.87,2431360.5,"Extant"
"210","Nomonyx dominicus","Nomonyx_dominicus","Anatidae","Anseriformes",39.6,22.2,16.2,11.2,24.1,138.1,55.4,79.8,41,85.8,365,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-36.06,29.1,-10.71,-57.31,8398764.69,"Extant"
"211","Pelecanus conspicillatus","Pelecanus_conspicillatus","Pelecanidae","Pelecaniformes",414.2,389.8,46.9,48.2,114.5,601.5,282,319.6,47,151.2,5505,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-43.64,-9.52,-25.72,137.49,5368503.51,"Extant"
"212","Podiceps major","Podiceps_major","Podicipedidae","Podicipediformes",82,61.2,9.2,14.4,67.7,181.4,80,112,41.7,41.2,1646,"Wetland",3,"3","Carnivore","Aquatic predator","Aquatic",-55.98,-4.62,-36.95,-65.24,2909991.5,"Extant"
"213","Phalacrocorax ranfurlyi","Phalacrocorax_ranfurlyi","Phalacrocoracidae","Suliformes",65.9,45.1,8.4,12.6,66.6,261.8,84.2,177.6,32.2,115,2500,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-47.94,-47.48,-47.71,179.08,2064.16,"Extant"
"214","Gavia stellata","Gavia_stellata","Gaviidae","Gaviiformes",63.1,37.4,7.5,12.2,66.1,275.4,130.7,143.8,47.6,45.6,1486,"Wetland",3,"3","Carnivore","Aquatic predator","Aquatic",43.46,83.11,65.76,30.64,16657775.71,"Extant"
"215","Phalacrocorax onslowi","Phalacrocorax_onslowi","Phalacrocoracidae","Suliformes",62.9,41.5,8.4,12.7,64.1,259,92.7,166.3,35.8,103,2072.7,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-44.57,-43.53,-44,-176.37,7234.21,"Extant"
"216","Pelecanoides urinatrix","Pelecanoides_urinatrix","Pelecanoididae","Procellariiformes",28.1,13.1,6.4,7.2,23.9,121.7,56.8,62.2,47.7,39,152.1,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-63.56,-24.03,-46.17,65.55,21746036.6,"Extant"
"217","Fulica leucoptera","Fulica_leucoptera","Rallidae","Gruiformes",33.6,13.8,5.6,9.8,57.5,182.2,66.1,114.4,36.6,49.2,656,"Wetland",3,"1","Herbivore","Herbivore aquatic","Aquatic",-55.72,-16.81,-34.3,-63.43,3041454.41,"Extant"
"218","Phalacrocorax magellanicus","Phalacrocorax_magellanicus","Phalacrocoracidae","Suliformes",51.5,38.4,7.7,10.4,54.5,250.4,85.3,163.7,34.3,132.4,1483.4,"Marine",3,"1","Carnivore","Aquatic predator","Aquatic",-57.17,-43.17,-52.17,-69.27,467962.27,"Extant"
"219","Lophodytes cucullatus","Lophodytes_cucullatus","Anatidae","Anseriformes",39.6,27.6,8.3,9.3,29.2,186.6,95,91.5,50.9,85.6,613.8,"Wetland",3,"3","Carnivore","Aquatic predator","Aquatic",29.76,56.35,44.5,-91.96,5510396.5,"Extant"
"220","Phoebastria nigripes","Phoebastria_nigripes","Diomedeidae","Procellariiformes",101.2,67.8,23.8,30.8,87.4,476,313.2,171.2,64.7,136,3188.4,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-84.95,85.01,14.59,-17.36,84626560.97,"Extant"
"221","Anas sparsa","Anas_sparsa","Anatidae","Anseriformes",48.4,33.1,20.1,13.8,38.3,247.4,107.5,136.8,44,112.4,981.5,"Wetland",3,"1","Omnivore","Omnivore","Aquatic",-34.84,16.17,-9.75,28.63,9213622.59,"Extant"
"222","Callonetta leucophrys","Callonetta_leucophrys","Anatidae","Anseriformes",38.8,29,13.1,11.6,27.8,169,72.2,96.8,42.8,58,362.8,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-34.98,-13.88,-25.25,-60.4,1310348,"Extant"
"223","Gavia pacifica","Gavia_pacifica","Gaviidae","Gaviiformes",71.9,41.1,8.3,12.9,72.8,291.2,139,151.5,47.9,48.4,2251.1,"Wetland",3,"3","Carnivore","Aquatic predator","Aquatic",51.22,74.56,65.34,-99.42,5397186.87,"Extant"
"224","Anas acuta","Anas_acuta","Anatidae","Anseriformes",48.1,31.9,14.5,14.8,36.9,256.7,148.4,107.8,57.8,124.7,944.6,"Wetland",3,"3","Herbivore","Herbivore aquatic","Aquatic",38.65,75.28,59.6,26.95,28403500.77,"Extant"
"225","Diomedea dabbenena","Diomedea_dabbenena","Diomedeidae","Procellariiformes",155.4,104.6,33.1,45.5,102.4,636.5,244,392.5,38.3,295.2,6961.3,NA,3,"3","Carnivore","Aquatic predator","Aquatic",-58.62,-13.8,-38.41,14.06,38674167.21,"Extant"
"226","Aethia cristatella","Aethia_cristatella","Alcidae","Charadriiformes",21.1,7.1,6.1,10.9,27.4,139.4,61,77.2,44.1,38,259.4,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",46.33,66.24,55.91,31.33,479141.29,"Extant"
"227","Anas smithii","Anas_smithii","Anatidae","Anseriformes",63.6,43.3,18.9,16.5,34.6,229.2,115.8,113.5,50.5,72.5,591.5,"Wetland",3,"2","Carnivore","Aquatic predator","Aquatic",-34.84,-13.74,-24.84,22.46,2430691.95,"Extant"
"228","Phalacrocorax penicillatus","Phalacrocorax_penicillatus","Phalacrocoracidae","Suliformes",76.5,60.1,12.7,17.8,65.5,280.6,103.2,174.5,37.1,115.4,2224.2,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",24.06,52.44,41.19,-122.33,326313.7,"Extant"
"229","Procellaria conspicillata","Procellaria_conspicillata","Procellariidae","Procellariiformes",52.8,36.5,12.4,15.9,62.6,355,223.5,131.5,62.9,112.2,1213,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",-43.47,-22.68,-33.44,-18.37,12020747.42,"Extant"
"230","Anhinga rufa","Anhinga_rufa","Anhingidae","Suliformes",86.9,69.7,10.5,14.1,46.2,344.3,156.8,186.2,45.7,242.7,1480.1,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-34.84,32.07,-2.89,21.54,17976599.63,"Extant"
"231","Fulica americana","Fulica_americana","Rallidae","Gruiformes",42.4,13.8,5.2,9.7,52.3,187.6,73.1,111.4,39.6,53,636.7,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",4.77,62.69,42.91,-105.07,10577872.82,"Extant"
"232","Synthliboramphus antiquus","Synthliboramphus_antiquus","Alcidae","Charadriiformes",23.6,12.7,5,7.1,25.9,135.5,70.2,65.2,51.9,35.5,217.7,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",28.93,59.9,50.68,-15.49,435862.76,"Extant"
"233","Rollandia microptera","Rollandia_microptera","Podicipedidae","Podicipediformes",41.4,20.7,6.8,9.5,50.4,117.6,43,73.5,36.9,29.1,706,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-19.3,-15.09,-17.08,-68.32,48882.25,"Extant"
"234","Spheniscus mendiculus","Spheniscus_mendiculus","Spheniscidae","Sphenisciformes",63.9,30.4,8,17.5,25.9,82.8,4,78.8,4.8,26.1,1921.9,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-1.31,0.17,-0.48,-91.4,1040.81,"Extant"
"235","Eudyptes chrysocome","Eudyptes_chrysocome","Spheniscidae","Sphenisciformes",49.9,26.8,13.4,21.3,25.7,97.9,6.3,91.6,6.5,87.4,2327.9,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-55.98,-45.97,-52.52,-31.49,35718.74,"Extant"
"236","Cepphus columba","Cepphus_columba","Alcidae","Charadriiformes",36.5,22.4,6.1,9.9,32,173.4,69.2,103.5,40.1,46.4,530,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",34.29,69.21,55.77,-72.97,1700815.29,"Extant"
"237","Cygnus columbianus","Cygnus_columbianus","Anatidae","Anseriformes",101.9,41.1,30.4,20,93.8,538.2,243.8,294.5,45.3,162.2,6378,"Wetland",3,"3","Herbivore","Herbivore aquatic","Aquatic",51.22,76,67.98,51.4,5272186.12,"Extant"
"238","Alca torda","Alca_torda","Alcidae","Charadriiformes",42.8,21.1,9.2,23.1,32.4,209.3,116.5,88.5,56.8,94.7,726,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",43.1,76.41,61.38,-19.93,1228730.51,"Extant"
"239","Podiceps auritus","Podiceps_auritus","Podicipedidae","Podicipediformes",30.2,15.4,4.7,7.1,42.9,137.8,57.2,78.3,42.2,33.2,453,"Wetland",3,"3","Carnivore","Aquatic predator","Aquatic",41.12,70.66,57.33,19.63,16211072.27,"Extant"
"240","Puffinus lherminieri","Puffinus_lherminieri","Procellariidae","Procellariiformes",31.8,21.3,4.9,6.1,37.1,188.6,105.7,82.5,56,73.3,192.8,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-26.28,56.38,8.23,-6.48,78995853.09,"Extant"
"241","Polysticta stelleri","Polysticta_stelleri","Anatidae","Anseriformes",39.3,25,14.4,14.5,33.9,203.6,99.8,103.4,49.1,79,806.8,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",58.39,77.73,70.64,58.58,2209280.29,"Extant"
"242","Aythya innotata","Aythya_innotata","Anatidae","Anseriformes",50.8,30.2,20.1,12.4,32.9,187.2,87,98.3,46.9,63.2,685,"Wetland",3,"1","Omnivore","Aquatic predator","Aquatic",-14.49,-14.24,-14.36,48.55,597.73,"Extant"
"243","Tachybaptus pelzelnii","Tachybaptus_pelzelnii","Podicipedidae","Podicipediformes",24.3,12.6,4.4,6.4,35.5,94.4,29.9,67.3,30.8,28,184,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-25.61,-11.95,-19.38,46.7,590930.76,"Extant"
"244","Aythya fuligula","Aythya_fuligula","Anatidae","Anseriformes",43.9,27.6,19.5,13.2,31.3,196.9,99,98.6,50.1,53.4,701.2,"Wetland",3,"2","Omnivore","Herbivore aquatic","Aquatic",39.92,71.46,57.84,83.37,20377977.97,"Extant"
"245","Aythya affinis","Aythya_affinis","Anatidae","Anseriformes",47.3,29.4,19.6,13.4,34.9,198.2,101,97,51,53.4,819.5,"Wetland",3,"3","Omnivore","Aquatic predator","Aquatic",36.75,69.18,56.73,-119.83,5052907.86,"Extant"
"246","Fulica alai","Fulica_alai","Rallidae","Gruiformes",29.2,14,5.5,9.9,53.1,174.5,70.8,103.7,40.6,46.5,459,"Wetland",2,"1","Herbivore","Herbivore aquatic","Aquatic",19.08,22.23,20.88,-157.2,1148.4,"Extant"
"247","Melanitta nigra","Melanitta_nigra","Anatidae","Anseriformes",47.2,24.6,21.6,12.4,39.7,220.8,102.1,117.8,46.5,77.7,1050,"Wetland",3,"3","Carnivore","Aquatic predator","Aquatic",47.84,75.6,65.12,52.22,8189700.24,"Extant"
"248","Phalacrocorax neglectus","Phalacrocorax_neglectus","Phalacrocoracidae","Suliformes",67.4,47.8,8.3,12.8,60.6,261.2,90.8,170.5,34.8,111.2,1944.2,"Marine",3,"1","Carnivore","Aquatic predator","Aquatic",-35.2,-22.43,-30.12,17.13,89535.8,"Extant"
"249","Anas strepera","Anas_strepera","Anatidae","Anseriformes",48.7,34.7,16.5,13.7,36.5,251.3,137,113,54.8,83,915.6,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",27.64,67.99,49.62,29.99,18552362.65,"Extant"
"250","Poliocephalus poliocephalus","Poliocephalus_poliocephalus","Podicipedidae","Podicipediformes",24.4,10.8,3.9,6.4,34.5,110,45.2,64.8,41.1,28.3,239.9,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-43.64,-25.91,-33.68,139.44,1194543.64,"Extant"
"251","Phalacrocorax auritus","Phalacrocorax_auritus","Phalacrocoracidae","Suliformes",68.2,49.8,12,17,64.2,311.8,126.8,185,40.8,154.2,1806.5,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",17.27,62.43,46.01,-102.5,4311610.21,"Extant"
"252","Tachyeres brachypterus","Tachyeres_brachypterus","Anatidae","Anseriformes",60.1,32.1,27.8,23,59.9,244.8,112.9,144.1,43.9,96.2,3450,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-52.45,-51.01,-51.74,-59.38,12033.8,"Extant"
"253","Ptychoramphus aleuticus","Ptychoramphus_aleuticus","Alcidae","Charadriiformes",24,13.2,6.6,8.5,23.5,121,49.2,71.8,40.7,32.2,184,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",26.99,57.37,48.89,-110.42,122916.8,"Extant"
"254","Bulweria fallax","Bulweria_fallax","Procellariidae","Procellariiformes",29.8,20.7,7.4,9.9,31.9,240.8,150,91.2,62.1,113.8,173,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-8.52,25.64,6.58,61.54,8090659.18,"Extant"
"255","Mergus merganser","Mergus_merganser","Anatidae","Anseriformes",69.4,38.4,10.4,11.7,50.9,270.8,123.8,145.7,46,107.2,1451,"Riverine",3,"3","Carnivore","Aquatic predator","Aquatic",29.19,71.19,54.96,28.88,24915961.61,"Extant"
"256","Bulweria bulwerii","Bulweria_bulwerii","Procellariidae","Procellariiformes",21.6,15.6,4.8,6.7,26.9,203.2,126,76.8,62.1,110.8,99,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-37.3,47.24,7.36,-4.13,117388743.9,"Extant"
"257","Cepphus carbo","Cepphus_carbo","Alcidae","Charadriiformes",47.8,28.4,6.4,11,35.5,192.2,81,111.3,42.1,52.8,490,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",37.34,63.17,48.53,144.42,1737267.71,"Extant"
"258","Nettapus pulchellus","Nettapus_pulchellus","Anatidae","Anseriformes",27,18.4,11.4,11.3,25.7,168.8,74.4,92.8,44.5,63.2,307,"Wetland",3,"1","Herbivore","Herbivore aquatic","Aquatic",-28.32,-1.18,-15.23,138.68,1681125.92,"Extant"
"259","Spheniscus magellanicus","Spheniscus_magellanicus","Spheniscidae","Sphenisciformes",60.2,27.7,10.2,23.4,35.5,109.6,4.1,105.1,3.8,23.4,4105.1,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-56.72,-33.67,-49.07,-69.55,940638.86,"Extant"
"260","Anas andium","Anas_andium","Anatidae","Anseriformes",40.1,32.8,14.8,12.6,31.8,224.2,101.7,124.8,44.9,82.2,434,"Wetland",3,"2","Omnivore","Herbivore aquatic","Aquatic",-4.95,9.92,4.02,-75.54,410562.88,"Extant"
"261","Somateria mollissima","Somateria_mollissima","Anatidae","Anseriformes",62.1,28,19.1,16.9,47.5,280.2,126.2,154.5,44.9,88.1,2060.9,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",41.77,81.4,64.94,-48.4,3321100.72,"Extant"
"262","Aythya novaeseelandiae","Aythya_novaeseelandiae","Anatidae","Anseriformes",38.2,26.3,18.9,13,28.4,177,85.3,91.7,48.2,49,682,"Wetland",3,"2","Omnivore","Herbivore aquatic","Aquatic",-47.29,-34.53,-42.12,172.18,162640.63,"Extant"
"263","Pelecanus onocrotalus","Pelecanus_onocrotalus","Pelecanidae","Pelecaniformes",359,341.8,54.4,49.1,128.5,646.4,266.8,366.8,42.1,160.8,9322.3,"Wetland",3,"2","Carnivore","Aquatic predator","Aquatic",-34.84,54.73,27.38,40.85,810182.64,"Extant"
"264","Salvadorina waigiuensis","Salvadorina_waigiuensis","Anatidae","Anseriformes",40.6,26.5,16.2,12.2,37.3,186,81.2,104.8,43.6,92.5,324,"Riverine",3,"1","Carnivore","Aquatic predator","Aquatic",-10.36,-0.34,-5.25,141.6,339423.01,"Extant"
"265","Procellaria westlandica","Procellaria_westlandica","Procellariidae","Procellariiformes",52,36.2,13.2,16.3,56.4,368.9,227,139.4,62,131,1199,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",-56.81,-30.94,-45.48,-58.33,18867090.55,"Extant"
"266","Pelecanus philippensis","Pelecanus_philippensis","Pelecanidae","Pelecaniformes",334.2,312.2,51.9,45.1,86.9,562.8,233.5,329.2,41.5,173.5,5011,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-5.36,28.64,18.03,82.88,1380714.42,"Extant"
"267","Dendrocygna viduata","Dendrocygna_viduata","Anatidae","Anseriformes",48.1,30.7,15.7,14.1,47.9,214.3,58.6,151.6,28,67.1,690,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-39.24,18.31,-6.68,-0.49,27415311.66,"Extant"
"268","Aythya collaris","Aythya_collaris","Anatidae","Anseriformes",51.4,29.9,18.9,13.6,33.2,194.8,92.6,99.4,48.2,57.6,704.6,"Wetland",3,"3","Omnivore","Herbivore aquatic","Aquatic",10.04,68.13,52.28,-100.06,4899833.68,"Extant"
"269","Aythya baeri","Aythya_baeri","Anatidae","Anseriformes",44.7,31,20.8,14.1,31.7,201.8,97.6,102.2,48.8,58.2,681.2,"Wetland",3,"3","Omnivore","Herbivore aquatic","Aquatic",42.21,59.15,49.45,125.01,2258041.25,"Extant"
"270","Aythya americana","Aythya_americana","Anatidae","Anseriformes",49.7,33,18.8,14.6,35.7,218.6,104.6,122.4,46,56,1075.7,"Wetland",3,"3","Herbivore","Herbivore aquatic","Aquatic",18.51,67.18,48.31,-111.33,5111761.27,"Extant"
"271","Malacorhynchus membranaceus","Malacorhynchus_membranaceus","Anatidae","Anseriformes",67.6,54,15.3,17.2,31.8,183.7,81.6,99.1,45.1,65.5,372.8,"Wetland",3,"2","Omnivore","Omnivore","Aquatic",-38.86,-19.15,-31.58,136.15,1457174.78,"Extant"
"272","Eudyptes chrysolophus","Eudyptes_chrysolophus","Spheniscidae","Sphenisciformes",60.8,34.1,16.2,23.9,35.1,116.5,6.7,109.8,5.8,103.2,4485.1,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-64.84,-45.97,-54.32,-39.69,48864.72,"Extant"
"273","Thalassornis leuconotus","Thalassornis_leuconotus","Anatidae","Anseriformes",40,23,19.4,12.5,37.9,166.5,58.8,109.2,35.1,41.8,707.5,"Wetland",3,"1","Herbivore","Herbivore aquatic","Aquatic",-34.84,16.85,-10.93,29.51,10032374.01,"Extant"
"274","Diomedea amsterdamensis","Diomedea_amsterdamensis","Diomedeidae","Procellariiformes",154,99.4,31.2,38.6,102.4,636.5,244,392.5,38.3,295.2,6270,NA,3,"3","Carnivore","Aquatic predator","Aquatic",-44.59,-26.63,-36.17,66.03,11232098.42,"Extant"
"275","Phalacrocorax capensis","Phalacrocorax_capensis","Phalacrocoracidae","Suliformes",56.9,47.9,9.4,13.1,59.5,252.8,99.3,152.2,39.5,98.6,1211.7,"Marine",3,"1","Carnivore","Aquatic predator","Aquatic",-35.28,-16.17,-30,18.37,236166.74,"Extant"
"276","Anas platalea","Anas_platalea","Anatidae","Anseriformes",65.2,44.3,19.4,16.9,31.2,209.8,111.8,98,53.3,91.8,465.4,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-55.98,-11.24,-36.18,-65.98,2947935.33,"Extant"
"277","Poliocephalus rufopectus","Poliocephalus_rufopectus","Podicipedidae","Podicipediformes",26.7,11.8,4.2,6.4,36.1,111.2,35.6,75.6,32,30.8,249,"Wetland",3,"1","Carnivore","Aquatic predator","Aquatic",-41.43,-34.55,-38.61,175.8,87513.16,"Extant"
"278","Dendrocygna javanica","Dendrocygna_javanica","Anatidae","Anseriformes",43.5,29.1,15.7,13.1,41.6,193.8,62.8,128,32.9,51.2,519.6,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-8.85,40.94,20.14,92.69,7094720.18,"Extant"
"279","Netta peposaca","Netta_peposaca","Anatidae","Anseriformes",61.3,36.5,21.5,14.3,37.6,230.7,102.5,128,44.5,62.2,1000,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-55.98,-13.87,-31.73,-61.67,5216896.73,"Extant"
"280","Pseudobulweria aterrima","Pseudobulweria_aterrima","Procellariidae","Procellariiformes",35.1,17.5,8.2,12.2,41,253,133.5,119.5,52.8,112,232,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-22.79,-19.79,-21.3,55.99,74510.86,"Extant"
"281","Phalacrocorax punctatus","Phalacrocorax_punctatus","Phalacrocoracidae","Suliformes",67.1,49.5,8.4,10.3,62.6,241.2,83.3,155.9,34.8,92,1184.7,"Marine",3,"1","Carnivore","Aquatic predator","Aquatic",-47.42,-35.56,-42.7,171.68,85166.45,"Extant"
"282","Anas platyrhynchos","Anas_platyrhynchos","Anatidae","Anseriformes",58.5,41,20.8,17.8,40.6,263.4,133.5,129.9,50.7,86.9,843.4,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",20.46,72.37,51.63,11.04,39707247.47,"Extant"
"283","Phalacrocorax colensoi","Phalacrocorax_colensoi","Phalacrocoracidae","Suliformes",63,43.5,8.9,12.4,60.8,273.5,98.4,175.1,36,124.2,2000,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-51.15,-50.27,-50.71,166.12,5303.43,"Extant"
"284","Oxyura jamaicensis","Oxyura_jamaicensis","Anatidae","Anseriformes",47.7,25.6,21,11.7,33.7,147.4,59.4,90.3,39.8,71.8,608.2,"Wetland",3,"1","Omnivore","Aquatic predator","Aquatic",-55.35,65.88,30.21,-100.89,8821560.01,"Extant"
"285","Phalacrocorax nigrogularis","Phalacrocorax_nigrogularis","Phalacrocoracidae","Suliformes",73.5,59.5,12.8,15.3,73.9,282.8,119.4,163.3,42.2,92,1560,"Marine",3,"1","Carnivore","Aquatic predator","Aquatic",11.56,28.05,20.52,52.76,172069.23,"Extant"
"286","Aechmophorus clarkii","Aechmophorus_clarkii","Podicipedidae","Podicipediformes",77.9,58.8,7.5,11.6,76.6,195.4,79.8,111.7,41.8,34,1090.9,"Wetland",3,"3","Carnivore","Aquatic predator","Aquatic",18.07,53.31,41.16,-110.88,3589069.35,"Extant"
"287","Cygnus melancoryphus","Cygnus_melancoryphus","Anatidae","Anseriformes",78.2,39.7,23.6,17.6,79.3,411.8,170.8,239,41.7,121.8,4711.7,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",-55.98,-31.49,-42.43,-66.22,1143135.35,"Extant"
"288","Megadyptes antipodes","Megadyptes_antipodes","Spheniscidae","Sphenisciformes",64.7,33.5,10.8,20,33.1,128.2,9,119.2,7.1,58.7,5326.2,"Marine",3,"1","Carnivore","Aquatic predator","Aquatic",-52.83,-41.23,-45.92,170.53,80802.25,"Extant"
"289","Nettapus auritus","Nettapus_auritus","Anatidae","Anseriformes",27.8,18,10.8,12.4,24.8,149.6,65,83.2,43.8,66.2,266,"Wetland",3,"1","Omnivore","Herbivore aquatic","Aquatic",-31.41,17.27,-0.03,22.51,17754493.4,"Extant"
"290","Somateria fischeri","Somateria_fischeri","Anatidae","Anseriformes",46,25.8,18.7,14.5,40.2,246,110.7,135.3,45,64.2,1557.2,"Coastal",3,"2","Carnivore","Aquatic predator","Aquatic",59.8,76.3,68.47,-15.37,1068843.97,"Extant"
"291","Fulica caribaea","Fulica_caribaea","Rallidae","Gruiformes",33.1,15.5,6.4,11.5,56.8,179.3,60.8,118.5,34,48.7,636.7,"Wetland",3,"2","Herbivore","Herbivore aquatic","Aquatic",9.66,21.97,15.73,-70.36,157919.43,"Extant"
"292","Procellaria aequinoctialis","Procellaria_aequinoctialis","Procellariidae","Procellariiformes",54.4,38,11.5,15.2,62.3,382.6,233.5,153.2,60.3,120.4,1213,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",-67.23,-5.41,-45.51,-9.97,107346807.8,"Extant"
"293","Fratercula arctica","Fratercula_arctica","Alcidae","Charadriiformes",51,19.7,8.7,30.1,27.9,163.6,83.8,78.5,51.6,46.4,593,"Marine",3,"3","Carnivore","Aquatic predator","Aquatic",43.29,81.07,66.06,-36.65,1955692.47,"Extant"
"294","Tachyeres patachonicus","Tachyeres_patachonicus","Anatidae","Anseriformes",53.7,31,25,20.3,53.1,287,128.7,161.5,44.4,98,2821.6,"Marine",3,"2","Carnivore","Aquatic predator","Aquatic",-55.98,-35.92,-45.83,-70.45,1006665.14,"Extant"
