"","Phylo","Species","Family","Order","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"198","Pseudochelidon eurystomina","Pseudochelidon_eurystomina","Hirundinidae","Passeriformes",14.5,8.6,5.4,5,13.8,118.9,58.5,60.4,49.2,50.8,26,"Riverine",2,"3","Carnivore","Invertivore","Aerial",-4.31,3.42,0.1,17.03,113181.07,"Extant"
"199","Amazilia amazilia","Amazilia_amazilia","Trochilidae","Apodiformes",20.7,15.9,2.9,2,6.5,61.8,35.2,25.3,58.1,37.6,4.3,"Shrubland",2,"1","Herbivore","Nectarivore","Aerial",-15.53,1.08,-6.41,-79.11,169380.82,"Extant"
"200","Phaethornis superciliosus","Phaethornis_superciliosus","Trochilidae","Apodiformes",40.3,34.5,2.8,2.8,4.7,58.4,36.3,21.7,62.6,65.2,6.3,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-10.45,8.63,0.35,-57.01,2562623.83,"Extant"
"201","Hirundo striolata","Hirundo_striolata","Hirundinidae","Passeriformes",11.6,5.6,3,2.7,14.5,120.8,63.9,56.9,52.9,87.5,22,"Grassland",3,"3","Carnivore","Invertivore","Aerial",NA,NA,NA,NA,NA,"Extant"
"202","Circus macrourus","Circus_macrourus","Accipitridae","Accipitriformes",29.5,15,9.7,12.7,68,351.2,185,168.4,52.4,226.6,384.4,"Grassland",3,"3","Carnivore","Vertivore","Aerial",41.23,58.45,51.02,62.85,6168290.72,"Extant"
"203","Campylopterus ensipennis","Campylopterus_ensipennis","Trochilidae","Apodiformes",29.5,23.4,2.9,2.8,6.3,75.8,46.4,28.8,61.7,50.4,9.6,"Forest",1,"1","Herbivore","Nectarivore","Aerial",10.03,11.3,10.26,-63.51,2404.28,"Extant"
"204","Artamus insignis","Artamus_insignis","Artamidae","Passeriformes",28.4,17.1,8.8,9.8,20.1,142.1,62.5,79.5,44,63.3,51.3,"Forest",1,"1","Carnivore","Invertivore","Aerial",-6.31,-2.56,-5.19,150.97,37843.11,"Extant"
"205","Schoutedenapus schoutedeni","Schoutedenapus_schoutedeni","Apodidae","Apodiformes",10,3,2.6,2.1,10.7,125,94.5,41.2,69.6,60.6,23.5,"Forest",1,"2","Carnivore","Invertivore","Aerial",-3.67,-2.57,-3.14,28.21,5524.05,"Extant"
"206","Metallura phoebe","Metallura_phoebe","Trochilidae","Apodiformes",21.7,15.2,2.2,1.9,6.9,70.6,41.6,29,58.9,49.4,5.4,"Shrubland",2,"1","Herbivore","Nectarivore","Aerial",-18.06,-6.68,-12.59,-74.95,142044.52,"Extant"
"207","Buteo galapagoensis","Buteo_galapagoensis","Accipitridae","Accipitriformes",40.9,26,13.9,19.3,77,402.6,176.8,229.2,43.6,235.2,1137.4,"Woodland",1,"1","Carnivore","Vertivore","Aerial",-1.41,0.65,-0.44,-91.13,5639.54,"Extant"
"208","Caprimulgus affinis","Caprimulgus_affinis","Caprimulgidae","Caprimulgiformes",20.6,7.3,5.3,3,17.8,159.6,70.6,85.2,45.3,94.4,58.7,"Grassland",3,"2","Carnivore","Invertivore","Aerial",-10.94,34.89,17.18,94.41,4956065.32,"Extant"
"209","Pelecanus occidentalis","Pelecanus_occidentalis","Pelecanidae","Pelecaniformes",319.5,285,38.8,43.4,71.7,494.6,241,259.5,48.1,128.2,3427.8,"Marine",3,"1","Carnivore","Aquatic predator","Aerial",-3.22,39.59,17.7,-83.58,1823742.36,"Extant"
"210","Lophornis chalybeus","Lophornis_chalybeus","Trochilidae","Apodiformes",16.9,13,1.8,1.7,4.3,42.8,27.5,14.9,64.9,26.5,3,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-28.34,7.73,-5.74,-66.73,2971939.18,"Extant"
"211","Podager nacunda","Podager_nacunda","Caprimulgidae","Caprimulgiformes",19.7,8.9,5.4,4,23.8,238.2,113.4,123.6,47.9,123.6,159,"Grassland",2,"1","Carnivore","Invertivore","Aerial",-35.22,12.46,-9.61,-56.52,12270759.1,"Extant"
"212","Phaethornis philippii","Phaethornis_philippii","Trochilidae","Apodiformes",36,29.3,2.9,2.6,4.5,56.8,37.8,18.9,66.7,61.4,5,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-13.91,-2.47,-7.46,-66.3,1596505.84,"Extant"
"213","Colibri serrirostris","Colibri_serrirostris","Trochilidae","Apodiformes",24.1,17.9,2.2,2.2,4.3,67.9,41.6,25.9,61.6,42.5,6.7,"Shrubland",3,"1","Herbivore","Nectarivore","Aerial",-26.9,-7.62,-18.19,-49.74,2370635.54,"Extant"
"214","Progne murphyi","Progne_murphyi","Hirundinidae","Passeriformes",15.1,7.3,4.9,3.5,13.1,132,73.5,58.5,55.7,67,41.4,"Grassland",3,"1","Carnivore","Invertivore","Aerial",-18.71,-3.5,-11.06,-76.74,134136.1,"Extant"
"215","Buteo lineatus","Buteo_lineatus","Accipitridae","Accipitriformes",33.1,20.3,11.8,16.3,74.1,319,106.9,212.8,33.4,172.8,603.7,"Woodland",1,"3","Carnivore","Vertivore","Aerial",24.95,47.85,37.72,-86.88,3542030.5,"Extant"
"216","Phaethornis hispidus","Phaethornis_hispidus","Trochilidae","Apodiformes",34.4,27.8,2.6,2.5,4.4,54.1,32.3,21.9,59.7,56.4,5,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-18.43,8.71,-5.41,-67.36,4008483.06,"Extant"
"217","Metallura odomae","Metallura_odomae","Trochilidae","Apodiformes",20.1,14.3,1.6,1.8,5.8,58,35.3,22.7,60.9,43.2,5.1,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-5.89,-3.89,-4.97,-79.32,8418.36,"Extant"
"218","Thaumastura cora","Thaumastura_cora","Trochilidae","Apodiformes",16,12.4,1.6,1.4,4,40.3,26,14.4,64.5,73.4,1.9,"Shrubland",2,"2","Herbivore","Nectarivore","Aerial",-18.59,-4.11,-11.99,-75.99,172105.92,"Extant"
"219","Chlorostilbon ricordii","Chlorostilbon_ricordii","Trochilidae","Apodiformes",19.5,15.7,1.8,1.8,5.2,53,35.5,16.5,68.3,45,3.2,"Forest",2,"1","Herbivore","Nectarivore","Aerial",19.83,26.92,21.85,-78.94,119014.47,"Extant"
"220","Selasphorus flammula","Selasphorus_flammula","Trochilidae","Apodiformes",14.5,11.5,1.6,1.5,3.9,40.2,27,13.8,66.2,28.8,2.7,"Grassland",2,"1","Herbivore","Nectarivore","Aerial",8.76,10.26,9.45,-83.38,4598.21,"Extant"
"221","Sterna lunata","Sterna_lunata","Laridae","Charadriiformes",45.3,28.2,5.2,7.6,18.9,261.2,178,81.2,68.6,157.6,120,"Marine",3,"2","Carnivore","Aquatic predator","Aerial",-23.19,23.06,0.69,6.22,37443.38,"Extant"
"222","Hirundo nigrorufa","Hirundo_nigrorufa","Hirundinidae","Passeriformes",9.3,4.8,3.3,2.3,10.2,106.8,55.3,51.5,51.8,59.5,14.2,"Grassland",3,"2","Carnivore","Invertivore","Aerial",-15.83,-8.04,-10.97,22.53,581101.75,"Extant"
"223","Pterodroma inexpectata","Pterodroma_inexpectata","Procellariidae","Procellariiformes",25.5,19.4,7,9.1,31.9,249.8,166.2,83.5,66.5,91.5,316,"Marine",3,"2","Carnivore","Aquatic predator","Aerial",-79.46,60.61,-18.74,-37.2,119601845,"Extant"
"224","Phaethornis pretrei","Phaethornis_pretrei","Trochilidae","Apodiformes",35.6,30.1,2.6,2.7,5.4,59.3,36.3,22.5,61.8,73.2,5.6,"Woodland",2,"1","Herbivore","Nectarivore","Aerial",-26.31,-3.43,-16.56,-50.49,3736605.66,"Extant"
"225","Chordeiles pusillus","Chordeiles_pusillus","Caprimulgidae","Caprimulgiformes",8.7,3.4,1.8,2.4,10.3,125.2,51.1,73.4,41.1,68.4,30.6,"Grassland",3,"2","Carnivore","Invertivore","Aerial",-30.8,9.86,-9.13,-51.65,3938258.52,"Extant"
"226","Campylopterus excellens","Campylopterus_excellens","Trochilidae","Apodiformes",30.1,23.3,3.7,3.5,6.8,68,38.1,29.9,56,65,6,"Forest",1,"1","Herbivore","Nectarivore","Aerial",16.75,18.61,17.56,-94.69,30187.19,"Extant"
"227","Phaethornis longirostris","Phaethornis_longirostris","Trochilidae","Apodiformes",43.3,36,3.2,3,4.5,61.5,38.9,22.4,63.4,67.7,6,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-4.94,21.89,11.45,-84.71,698786.49,"Extant"
"228","Hemiprocne longipennis","Hemiprocne_longipennis","Hemiprocnidae","Apodiformes",7.1,4,3.4,2.4,12.8,167.6,99.6,67.1,59.7,102,42.8,"Forest",1,"1","Carnivore","Invertivore","Aerial",-8.96,13.01,0.16,110.81,1465704.57,"Extant"
"229","Amazilia edward","Amazilia_edward","Trochilidae","Apodiformes",20.6,16.5,1.8,1.7,4.4,52.1,33.3,18.6,64.2,29.9,4.7,"Forest",2,"1","Herbivore","Nectarivore","Aerial",7.21,9.51,8.44,-80.44,42606.22,"Extant"
"230","Caprimulgus climacurus","Caprimulgus_climacurus","Caprimulgidae","Caprimulgiformes",16.1,5.2,4,2.4,17.9,143.2,70.4,72.8,49.2,213.8,45.8,"Forest",2,"1","Carnivore","Invertivore","Aerial",0.47,19.72,10.09,11.27,7239636.45,"Extant"
"231","Caprimulgus cubanensis","Caprimulgus_cubanensis","Caprimulgidae","Caprimulgiformes",25.8,10.1,7.2,4.3,17.3,175,81.9,93.1,47,128.2,63.5,"Forest",2,"1","Carnivore","Invertivore","Aerial",19.83,23.19,21.61,-79.01,109234.54,"Extant"
"232","Chordeiles gundlachii","Chordeiles_gundlachii","Caprimulgidae","Caprimulgiformes",10.3,3.9,3.3,2.6,12.4,171.2,104,66.5,61,91.2,50,"Shrubland",2,"3","Carnivore","Invertivore","Aerial",15.83,27.23,20.54,-75.54,223517.09,"Extant"
"233","Calonectris edwardsii","Calonectris_edwardsii","Procellariidae","Procellariiformes",42.8,34,8.2,10.9,44.4,309,192.8,116.2,62.4,118.2,535,"Marine",3,"3","Carnivore","Aquatic predator","Aerial",-43.48,28.93,-8.1,-30.08,14809214.03,"Extant"
"234","Oceanodroma markhami","Oceanodroma_markhami","Hydrobatidae","Procellariiformes",20.1,11.1,3.1,4.7,23.2,170.8,104.2,65.8,61.3,91.4,53.1,"Marine",3,"3","Carnivore","Aquatic predator","Aerial",-26.13,13.2,-7.28,-90.07,12040992.53,"Extant"
"235","Metallura baroni","Metallura_baroni","Trochilidae","Apodiformes",16.8,12.1,1.7,1.4,6,57.1,34.4,22.7,60.3,37.7,4.3,"Forest",2,"1","Herbivore","Nectarivore","Aerial",-3.21,-2.51,-2.88,-79.24,2725.47,"Extant"
"236","Sterna nereis","Sterna_nereis","Laridae","Charadriiformes",35.3,23.5,3.5,6.5,15.1,178.2,126,54,70,80.6,72.3,"Coastal",3,"2","Carnivore","Aquatic predator","Aerial",-43.25,-19.38,-30.98,152.78,250434.51,"Extant"
"237","Heliomaster squamosus","Heliomaster_squamosus","Trochilidae","Apodiformes",32.4,28.4,2.6,2.4,3.1,56,35.2,21.4,62.2,35.2,5.9,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-23.53,-5.76,-15.69,-44.88,1519261.77,"Extant"
"238","Eurostopodus argus","Eurostopodus_argus","Caprimulgidae","Caprimulgiformes",16.5,7.1,3.9,3.4,19.7,213.4,110.2,104.2,51.4,149.8,93.4,"Woodland",2,"1","Carnivore","Invertivore","Aerial",-38.62,-10.02,-25.19,132.98,7005397.64,"Extant"
"239","Anthocephala floriceps","Anthocephala_floriceps","Trochilidae","Apodiformes",18.3,16.1,1.2,1.2,4.3,50.2,32.8,17.1,65.7,30.7,3.9,"Forest",1,"1","Herbivore","Nectarivore","Aerial",2.17,11.31,5.53,-75.02,11360.4,"Extant"
"240","Orthorhyncus cristatus","Orthorhyncus_cristatus","Trochilidae","Apodiformes",15.7,10.1,1.3,1.3,5,47.1,30.3,16.6,64.7,29.2,3,"Human Modified",2,"1","Herbivore","Nectarivore","Aerial",11.99,18.76,15.7,-62.02,7736.3,"Extant"
"241","Aglaiocercus kingi","Aglaiocercus_kingi","Trochilidae","Apodiformes",20.6,14.3,2.5,2.2,6.3,58.7,36.7,21.6,62.9,45.8,4.8,"Forest",2,"1","Herbivore","Nectarivore","Aerial",-17.62,11.35,-2.03,-73.68,267748.93,"Extant"
"242","Chaetura fumosa","Chaetura_fumosa","Apodidae","Apodiformes",5.1,2.5,1.6,1.9,9.6,106.2,72,34.2,67.8,35.2,15.7,"Forest",1,"1","Carnivore","Invertivore","Aerial",8.03,9.51,8.71,-82.98,13071.58,"Extant"
"243","Tyto longimembris","Tyto_longimembris","Tytonidae","Strigiformes",36.1,17.4,9.6,13.3,84.1,312.5,147,165.5,47.1,116.2,423.5,"Grassland",3,"1","Carnivore","Vertivore","Aerial",-36.34,40.07,13.43,113.66,4271719.31,"Extant"
"244","Cypseloides storeri","Cypseloides_storeri","Apodidae","Apodiformes",8.6,3.7,3.7,2.4,16,137.2,93.1,44.1,67.8,44.8,39.5,"Forest",1,"1","Carnivore","Invertivore","Aerial",17.16,20,18.67,-101.27,84466.8,"Extant"
"245","Heliodoxa branickii","Heliodoxa_branickii","Trochilidae","Apodiformes",25.6,21.2,2.6,2.2,4.9,62.5,41,21.5,65.7,36.9,5.2,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-13.61,-7.02,-10.98,-74.11,126780.84,"Extant"
"246","Progne tapera","Progne_tapera","Hirundinidae","Passeriformes",15.8,8.1,6,4.5,13.2,128.3,63.4,65.2,49.3,62.7,32,"Grassland",3,"1","Carnivore","Invertivore","Aerial",-39.04,12.46,-15.64,-57.17,8235521.18,"Extant"
"247","Coeligena lutetiae","Coeligena_lutetiae","Trochilidae","Apodiformes",40.8,32.6,2.6,2.4,6.2,77.3,49.1,28.2,63.5,47.3,7.3,"Forest",1,"1","Herbivore","Nectarivore","Aerial",-5.15,5.35,0.2,-77.62,63339.37,"Extant"
"248","Atticora melanoleuca","Atticora_melanoleuca","Hirundinidae","Passeriformes",8.2,4.7,3.3,2.2,10.4,91.7,46.5,44.4,51.1,64.8,10.8,"Riverine",3,"1","Carnivore","Invertivore","Aerial",-26.7,8.62,-2.62,-59.26,2130687.81,"Extant"
"249","Collocalia leucophaea","Collocalia_leucophaea","Apodidae","Apodiformes",6.8,2,1.9,1.8,9.2,123.7,79.4,44.3,64.2,57.7,13.4,"Forest",1,"1","Carnivore","Invertivore","Aerial",-17.69,-17.52,-17.61,-149.49,109.95,"Extant"
"250","Mellisuga minima","Mellisuga_minima","Trochilidae","Apodiformes",11.2,8.6,1.3,1.1,3.5,36.3,23.3,12.9,64.3,19.2,2.4,"Human Modified",2,"1","Herbivore","Nectarivore","Aerial",17.61,20.09,18.81,-72.05,86168.43,"Extant"
"251","Basileuterus flaveolus","Basileuterus_flaveolus","Parulidae","Passeriformes",14.6,8.7,4,4.2,20.4,66.3,8.1,56.1,12.5,59.7,13.2,"Woodland",1,"1","Carnivore","Invertivore","Generalist",-25.92,11.53,-13.08,-50.07,4100375.8,"Extant"
"252","Pterodroma cervicalis","Pterodroma_cervicalis","Procellariidae","Procellariiformes",35.8,26.4,9.6,11.1,36.1,292,185.4,106.6,63.5,130.9,445,"Marine",3,"2","Carnivore","Aquatic predator","Generalist",-33.08,46.2,7.94,-31.29,67284625.41,"Extant"
"253","Ammodramus leconteii","Ammodramus_leconteii","Emberizidae","Passeriformes",11.2,7.1,4.2,5,17.3,53,10,43.1,18.8,52,13,"Grassland",3,"3","Omnivore","Granivore","Generalist",43.64,62.85,53.02,-101.5,2867567.84,"Extant"
"254","Drymodes brunneopygia","Drymodes_brunneopygia","Petroicidae","Passeriformes",16.5,8.8,3.4,3.9,35.5,91.9,12.3,78,13.6,100.7,33,"Shrubland",2,"1","Carnivore","Invertivore","Generalist",-37.35,-25.52,-32.61,130.32,916861.69,"Extant"
"255","Hydropsalis climacocerca","Hydropsalis_climacocerca","Caprimulgidae","Caprimulgiformes",18.6,8.3,5.4,3.4,15,149.5,76.9,72.6,51.5,144.3,46,"Shrubland",2,"1","Carnivore","Invertivore","Generalist",-17.41,7.45,-4.55,-63.4,5856089.27,"Extant"
"256","Cissa chinensis","Cissa_chinensis","Corvidae","Passeriformes",39.9,24.2,11.7,14.1,44.2,145.8,12.4,133.9,8.4,186.5,126.6,"Forest",1,"1","Carnivore","Omnivore","Generalist",-5.56,30.06,19.06,99.9,2108736.38,"Extant"
"257","Cettia flavolivacea","Cettia_flavolivacea","Sylviidae","Passeriformes",13.1,6.6,2.8,2.4,21.4,53.6,7.1,45.9,13.3,48.8,8,"Shrubland",2,"2","Carnivore","Invertivore","Generalist",NA,NA,NA,NA,NA,"Extant"
"258","Luscinia luscinia","Luscinia_luscinia","Muscicapidae","Passeriformes",17,8,3.4,3.9,26.5,89.2,26.6,62.6,29.9,68.2,23.8,"Shrubland",1,"3","Carnivore","Invertivore","Generalist",40.53,65.07,55.79,51.31,6890175.16,"Extant"
"259","Erythrura tricolor","Erythrura_tricolor","Estrildidae","Passeriformes",11.8,8.5,5.2,6.9,16.2,52.8,8.6,44,16.3,36.6,11,"Woodland",2,"1","Herbivore","Granivore","Generalist",-10.37,-7.07,-8.93,125.97,36517.84,"Extant"
"260","Pipilo crissalis","Pipilo_crissalis","Emberizidae","Passeriformes",16.2,10.1,5,7.7,26.9,88.8,11.7,77.1,13.1,101,52.8,"Shrubland",2,"1","Herbivore","Granivore","Generalist",22.87,43.18,34.4,-118.36,333326.69,"Extant"
"261","Speculanas specularis","Speculanas_specularis","Anatidae","Anseriformes",52.2,37.3,19.3,15.9,44.3,261.8,109.8,148,42.6,108.6,1496.1,"Riverine",3,"1","Herbivore","Herbivore aquatic","Generalist",-55.98,-38.75,-48.53,-71.93,386663.05,"Extant"
"262","Strigops habroptila","Strigops_habroptila","Psittacidae","Psittaciformes",48.7,36.3,22.4,37.5,54.5,275.1,54.6,219.2,19.9,225.1,1732.1,"Forest",2,"1","Herbivore","Omnivore","Generalist",-46.79,-36.17,-41.55,170.89,57.25,"Extant"
"263","Estrilda charmosyna","Estrilda_charmosyna","Estrildidae","Passeriformes",10.3,7.2,4.3,5.5,13.9,52.2,8.6,43.6,16.6,59.5,7.4,"Shrubland",3,"1","Herbivore","Granivore","Generalist",-4.23,11.25,3.27,38.99,748636.98,"Extant"
"264","Pomatostomus halli","Pomatostomus_halli","Pomatostomidae","Passeriformes",25.1,16.8,3.6,5.4,26.5,80.9,8.8,71.7,10.9,86,41.8,"Shrubland",2,"1","Carnivore","Invertivore","Generalist",-30.75,-21.38,-26.18,143.38,487442.04,"Extant"
"265","Aimophila rufescens","Aimophila_rufescens","Emberizidae","Passeriformes",18.1,11.6,6.2,9.3,25.8,73.6,6.7,66.6,9.1,75.8,34.3,"Shrubland",2,"1","Herbivore","Omnivore","Generalist",10.45,30.81,19.84,-98.32,616683.25,"Extant"
"266","Aimophila quinquestriata","Aimophila_quinquestriata","Emberizidae","Passeriformes",15,9.2,4.8,6.2,20.2,68.8,8.3,60.5,12.1,62.2,19.5,"Shrubland",2,"1","Herbivore","Omnivore","Generalist",20.96,32.26,27.48,-108.14,151617.22,"Extant"
"267","Cettia cetti","Cettia_cetti","Sylviidae","Passeriformes",14.3,7.6,2.4,3,20.3,60.6,8.7,51.9,14.3,58.2,13.2,"Shrubland",2,"1","Carnivore","Invertivore","Generalist",27.19,54.72,41.65,39.12,5290133.33,"Extant"
"268","Macronectes giganteus","Macronectes_giganteus","Procellariidae","Procellariiformes",91.6,42.4,19.4,27.2,85.4,493.6,217.5,267,44.8,178.2,3591.7,"Marine",3,"2","Omnivore","Omnivore","Generalist",-77.82,-19.96,-52.2,2.45,100191503.8,"Extant"
"269","Lonchura nigerrima","Lonchura_nigerrima","Estrildidae","Passeriformes",12.4,8.1,5.7,7.2,14.3,47,6.6,40.4,14,34,13.3,"Grassland",3,"1","Herbivore","Granivore","Generalist",-2.68,-2.36,-2.53,150.23,1216.77,"Extant"
"270","Phylloscopus griseolus","Phylloscopus_griseolus","Sylviidae","Passeriformes",12.3,6.6,2.6,2.4,21.3,63.6,10.1,53.1,16,49.2,7.6,"Shrubland",2,"3","Carnivore","Invertivore","Generalist",29.45,51.67,40.94,84.43,4312876.09,"Extant"
"271","Poephila personata","Poephila_personata","Estrildidae","Passeriformes",11.5,8.6,6.1,7.4,15.1,58.6,14.3,44.9,24.2,52.5,13,"Woodland",3,"2","Herbivore","Granivore","Generalist",-21.29,-11.18,-16.09,135.17,972681.31,"Extant"
"272","Illadopsis rufipennis","Illadopsis_rufipennis","Timaliidae","Passeriformes",17.8,9.5,3.6,4.3,25.6,69.7,7.3,63,10.4,60,22.2,"Forest",1,"1","Carnivore","Invertivore","Generalist",-8.74,9.35,1.87,15.04,2121547.18,"Extant"
"273","Agelaius phoeniceus","Agelaius_phoeniceus","Icteridae","Passeriformes",22.7,15.4,5.6,8.8,28,118,27.8,88.9,24,88.9,50.8,"Wetland",3,"3","Herbivore","Granivore","Generalist",9.66,67.41,44.62,-102.04,13703226.95,"Extant"
"274","Centropus nigrorufus","Centropus_nigrorufus","Cuculidae","Cuculiformes",41.8,26.6,10.8,16.5,54,206.3,21.7,184.7,10.5,234,244.4,"Wetland",1,"1","Carnivore","Omnivore","Generalist",-8.45,-5.88,-7.14,109.44,28067.43,"Extant"
"275","Bleda notatus","Bleda_notatus","Pycnonotidae","Passeriformes",20.1,12.9,4.7,6.4,25,90.2,12.9,77.1,14.3,81.1,35.7,"Forest",1,"1","Carnivore","Invertivore","Generalist",-4.92,6.37,0.61,20.15,2205108.25,"Extant"
"276","Garrulax ngoclinhensis","Garrulax_ngoclinhensis","Timaliidae","Passeriformes",25,14.3,5.1,6.8,36.8,94,10.9,83.1,11.6,110,76.7,"Forest",1,"1","Omnivore","Invertivore","Generalist",14.82,15.11,14.94,108.01,154.32,"Extant"
"277","Erythrura gouldiae","Erythrura_gouldiae","Estrildidae","Passeriformes",11.5,8.5,6.9,7.2,14.9,64.2,19.5,44.6,30.4,46.2,13.8,"Woodland",3,"1","Herbivore","Granivore","Generalist",-18.38,-12.45,-15.85,128.89,101027.63,"Extant"
"278","Larus dominicanus","Larus_dominicanus","Laridae","Charadriiformes",64.7,23.4,8.6,19.2,64.7,402,224,178.5,55.6,154.2,952.4,"Marine",3,"1","Carnivore","Omnivore","Generalist",-75.76,-0.83,-37.5,-22.1,3780207.34,"Extant"
"279","Ficedula nigrorufa","Ficedula_nigrorufa","Muscicapidae","Passeriformes",11.6,6.7,3.8,3.1,18,59.1,9.1,50,15.4,48,9.4,"Forest",1,"1","Carnivore","Invertivore","Generalist",8.34,12.91,10.87,76.65,21353.52,"Extant"
"280","Carduelis atrata","Carduelis_atrata","Fringillidae","Passeriformes",11.6,7.6,4.6,6,16.2,79.6,23.8,55.7,29.9,49.9,16,"Grassland",2,"1","Herbivore","Granivore","Generalist",-35.39,-9.48,-21.8,-69,839801.14,"Extant"
"281","Phyllanthus atripennis","Phyllanthus_atripennis","Timaliidae","Passeriformes",26.3,15.2,5,7.8,36.4,118.8,8.8,109.9,7.4,92.2,85.6,"Forest",1,"1","Carnivore","Invertivore","Generalist",-1.25,13.48,5.24,7.89,752978.03,"Extant"
"282","Garrulax monileger","Garrulax_monileger","Timaliidae","Passeriformes",27.8,16.5,5.9,7.6,40.5,122.6,11.7,111.3,9.5,129,83.7,"Forest",1,"1","Carnivore","Invertivore","Generalist",10,29.69,21.73,103.79,2496742.03,"Extant"
"283","Amandava amandava","Amandava_amandava","Estrildidae","Passeriformes",9.5,6.2,4.1,5.2,12.8,47.4,6.3,40.6,13.5,39.8,9,"Shrubland",2,"1","Herbivore","Granivore","Generalist",-10.94,33.57,20.6,89.38,3578715.84,"Extant"
"284","Caprimulgus indicus","Caprimulgus_indicus","Caprimulgidae","Caprimulgiformes",21.2,7.7,4.9,3.1,14.4,184.5,95.8,95.4,50.1,125.4,91.6,"Forest",2,"1","Carnivore","Invertivore","Generalist",6.03,55.67,34.93,109.42,9557982.13,"Extant"
"285","Buettikoferella bivittata","Buettikoferella_bivittata","Sylviidae","Passeriformes",18,10.1,3.1,4.4,23.2,64.2,6.8,57.4,10.7,76.5,30,"Forest",2,"1","Carnivore","Invertivore","Generalist",-10.37,-8.33,-9.23,125.12,25788.08,"Extant"
"286","Turdus dissimilis","Turdus_dissimilis","Turdidae","Passeriformes",23,14,5.5,6.4,28.2,118.1,30.8,87.3,26.1,75,75,"Forest",1,"1","Omnivore","Invertivore","Generalist",18.72,28.36,23.83,100.95,752193.68,"Extant"
"287","Microcerculus marginatus","Microcerculus_marginatus","Troglodytidae","Passeriformes",19.2,12.2,3.4,3.6,23.5,58.7,6.8,51.5,11.6,24.2,18.2,"Forest",1,"1","Carnivore","Invertivore","Generalist",-17.19,11.45,-5.05,-65.66,4781168.47,"Extant"
"288","Mimus macdonaldi","Mimus_macdonaldi","Mimidae","Passeriformes",36.7,23.6,5,5.9,36.7,116,26.4,89.9,22.7,108.2,70.2,"Shrubland",2,"1","Omnivore","Omnivore","Generalist",-1.41,-1.34,-1.38,-89.67,66.53,"Extant"
"289","Cossypha caffra","Cossypha_caffra","Muscicapidae","Passeriformes",18.8,10,3.6,4,29.1,80.8,11.8,69,14.6,74.6,28.5,"Forest",2,"1","Carnivore","Invertivore","Generalist",-34.84,4.66,-21.08,28.87,1628062.49,"Extant"
"290","Malcorus pectoralis","Malcorus_pectoralis","Cisticolidae","Passeriformes",12.2,6.8,2.5,2.9,19.6,49.4,5.3,43.7,10.8,74.4,10.1,"Shrubland",2,"1","Carnivore","Invertivore","Generalist",-34.14,-18.34,-27.84,21.42,1273750.67,"Extant"
"291","Stictonetta naevosa","Stictonetta_naevosa","Anatidae","Anseriformes",57.9,40.5,16.2,16.8,38.9,232.5,110,122.5,47.3,62,903.3,"Wetland",3,"2","Herbivore","Herbivore aquatic","Generalist",-39.14,-16.12,-26.74,134.52,5897864.38,"Extant"
"292","Falco naumanni","Falco_naumanni","Falconidae","Falconiformes",19.8,13,9.5,11,29.9,229.3,123.4,105.7,53.9,132.4,152.1,"Grassland",3,"3","Carnivore","Invertivore","Generalist",28.16,58.39,44.83,68.24,9560575.62,"Extant"
"293","Tarsiger cyanurus","Tarsiger_cyanurus","Muscicapidae","Passeriformes",12.6,6.9,3,3,23,78.3,18.5,59.6,23.7,60.3,13.4,"Forest",1,"3","Carnivore","Invertivore","Generalist",24.65,68.81,55.19,109.43,13243497.76,"Extant"
"294","Turdoides malcolmi","Turdoides_malcolmi","Timaliidae","Passeriformes",21.2,13.4,4.6,7.6,31.5,115.2,17.6,97.4,15.4,136.6,75.7,"Shrubland",2,"1","Carnivore","Invertivore","Generalist",10.13,31.85,22.02,77.1,1922153.02,"Extant"
"295","Sturnus sinensis","Sturnus_sinensis","Sturnidae","Passeriformes",20.4,12.9,5.1,5.1,25.6,101.8,32.6,68.4,32.3,57.5,61,"Grassland",2,"3","Carnivore","Invertivore","Generalist",18.42,28.35,24.77,111.92,741191.43,"Extant"
"296","Uraeginthus ianthinogaster","Uraeginthus_ianthinogaster","Estrildidae","Passeriformes",11.3,8.4,5.7,6.5,15.5,54.2,6.6,47.7,12.1,63.4,14.1,"Shrubland",2,"1","Herbivore","Granivore","Generalist",-8.74,10.84,2.91,40.05,1450518.63,"Extant"
