"","Phylo","Species","Family","Order","Beak.Length_Culmen","Beak.Length_Nares","Beak.Width","Beak.Depth","Tarsus.Length","Wing.Length","Kipps.Distance","Secondary1","Hand.Wing.Index","Tail.Length","Mass","Habitat","Habitat.Density","Migration","Trophic.Level","Trophic.Niche","Primary.Lifestyle","Min.Latitude","Max.Latitude","Centroid.Latitude","Centroid.Longitude","Range.Size","Species.Status"
"397","Carpodacus nipalensis","Carpodacus_nipalensis","Fringillidae","Passeriformes",12.2,9.2,5.9,6.9,20.5,86.1,21.9,62.2,26.1,62.6,22.1,"Forest",2,"2","Herbivore","Granivore","Generalist",23.54,34.25,28.09,97.85,713091.48,"Extant"
"398","Pipilo maculatus","Pipilo_maculatus","Emberizidae","Passeriformes",17.2,10.3,5.9,8,27.9,84.3,11.8,74,13.7,97.6,39.3,"Forest",2,"2","Omnivore","Omnivore","Generalist",14.26,54.19,41.82,-112.1,3630946.41,"Extant"
"399","Turdus maranonicus","Turdus_maranonicus","Turdidae","Passeriformes",24.9,14.9,5.9,6.1,31.8,116,23.2,92.8,20,88.5,70,"Woodland",2,"1","Omnivore","Omnivore","Generalist",-8.75,-4.54,-6.55,-78.29,39621.9,"Extant"
"400","Scytalopus spillmanni","Scytalopus_spillmanni","Rhinocryptidae","Passeriformes",14.7,8.8,3.4,4,23.8,58.9,3.9,55,6.7,44.1,23.5,"Forest",1,"1","Carnivore","Invertivore","Generalist",-2.94,7.09,2.4,-76.74,85564.21,"Extant"
"401","Halobaena caerulea","Halobaena_caerulea","Procellariidae","Procellariiformes",29.9,22.1,7,7,31.6,206.2,128,78.2,62,77,202,"Marine",3,"2","Carnivore","Aquatic predator","Generalist",-67.7,-31.39,-51.02,6.01,75697728.93,"Extant"
"402","Cettia carolinae","Cettia_carolinae","Sylviidae","Passeriformes",20,10.8,5.2,4.2,25,61,11.2,49.9,18.4,43,17.1,"Forest",1,"1","Carnivore","Invertivore","Generalist",-8.03,-7.11,-7.59,131.41,3225.7,"Extant"
"403","Prinia crinigera","Prinia_crinigera","Cisticolidae","Passeriformes",12.3,6.1,2.2,3.2,18.6,51,5.6,45.5,10.9,75,13.7,"Shrubland",3,"1","Carnivore","Invertivore","Generalist",19.75,35.52,27.95,102.36,2843218.33,"Extant"
"404","Merops superciliosus","Merops_superciliosus","Meropidae","Coraciiformes",45.1,36,7.2,7.4,12.2,137,60.2,70.8,45.9,83.8,38.5,"Shrubland",2,"2","Carnivore","Invertivore","Generalist",-25.61,15.87,-8.67,34.54,4269964.77,"Extant"
"405","Erithacus rubecula","Erithacus_rubecula","Muscicapidae","Passeriformes",14,7,2.9,3.3,24.5,71.6,14.2,57.3,19.9,56.9,17.7,"Forest",1,"3","Carnivore","Omnivore","Generalist",27.64,70.59,53.82,30.86,10001378.73,"Extant"
"406","Haliaeetus leucocephalus","Haliaeetus_leucocephalus","Accipitridae","Accipitriformes",76,48.2,24,34.1,81.7,601.8,248.8,353,41.4,294,4700.6,"Wetland",3,"3","Carnivore","Omnivore","Generalist",24.3,69.43,54.57,-113.86,9351853.96,"Extant"
"407","Buteo rufofuscus","Buteo_rufofuscus","Accipitridae","Accipitriformes",39.8,23.2,13.4,17.9,84.9,413.2,140.6,275.9,33.8,190.4,1530,"Grassland",3,"2","Carnivore","Vertivore","Generalist",-34.84,-19.37,-28.14,23.03,1533534.66,"Extant"
"408","Schistocichla leucostigma","Schistocichla_leucostigma","Thamnophilidae","Passeriformes",21.9,12.3,4.5,4.9,26.2,66.1,6.3,60.8,9.5,56.4,25.7,"Forest",1,"1","Carnivore","Invertivore","Generalist",-14.05,7.99,-0.89,-65.66,2969595.64,"Extant"
"409","Puffinus nativitatis","Puffinus_nativitatis","Procellariidae","Procellariiformes",29.1,22.3,5.7,8.1,40.7,235.5,147.5,88,62.6,86.5,356,"Marine",3,"2","Carnivore","Aquatic predator","Generalist",-31.8,37.42,2.39,-102.5,50917573.17,"Extant"
"410","Hypositta perdita","Hypositta_perdita","Vangidae","Passeriformes",24.4,15.5,5.3,6.3,18.4,107.9,25.5,83.1,23.4,86.8,23.3,NA,1,NA,NA,NA,"Generalist",NA,NA,NA,NA,NA,"Invalid"
"411","Turdus olivaceus","Turdus_olivaceus","Turdidae","Passeriformes",25.8,14.3,5.1,6.4,31.7,111.8,22.2,89.4,19.8,86.7,67.3,"Forest",1,"1","Omnivore","Omnivore","Generalist",-34.84,16.6,-14.94,29.84,2110356.33,"Extant"
"412","Puffinus auricularis","Puffinus_auricularis","Procellariidae","Procellariiformes",39.3,24.8,6.2,8.5,45.4,220.2,118.1,102.2,53.6,84,350.8,"Marine",3,"2","Carnivore","Aquatic predator","Generalist",6.57,24.71,16.11,-107.85,2806331.8,"Extant"
"413","Lessonia oreas","Lessonia_oreas","Tyrannidae","Passeriformes",13.6,6.9,3.1,2.7,21.8,79.3,17.7,61.4,22.4,48.5,13.8,"Wetland",3,"2","Carnivore","Invertivore","Generalist",-30.68,-9.65,-20.09,-68.69,831919.21,"Extant"
"414","Pellorneum palustre","Pellorneum_palustre","Timaliidae","Passeriformes",15.3,7.8,2.9,3.8,25.7,63.1,3.8,58.1,6.1,66.8,21.5,"Wetland",2,"1","Carnivore","Invertivore","Generalist",24.32,28.41,26.45,93.99,62696.43,"Extant"
"415","Turdus pilaris","Turdus_pilaris","Turdidae","Passeriformes",25.4,12.8,5.8,6.5,33.4,144.4,48,96.1,33.3,105.9,106,"Forest",1,"3","Carnivore","Invertivore","Generalist",38.58,72.24,58.85,70.26,15234795.02,"Extant"
"416","Serinus alario","Serinus_alario","Fringillidae","Passeriformes",10.2,6.2,4.7,6,14.6,68,19.1,47.9,28.5,45.1,12.2,"Shrubland",2,"1","Herbivore","Granivore","Generalist",-34.83,-20.21,-30.6,21.49,508153.43,"Extant"
"417","Pomatostomus isidorei","Pomatostomus_isidorei","Pomatostomidae","Passeriformes",30.6,19.2,5,7,33.3,111.4,10.6,99.9,9.6,114.2,70,"Forest",1,"1","Carnivore","Invertivore","Generalist",-10.7,-0.01,-5.28,141.04,561083.93,"Extant"
"418","Anas hottentota","Anas_hottentota","Anatidae","Anseriformes",36,27.1,12.7,11.1,23.4,147,62.4,84.7,42.4,61.8,276.4,"Wetland",3,"1","Herbivore","Omnivore","Generalist",-34.84,14.76,-12.18,30.14,7754871.01,"Extant"
"419","Melospiza georgiana","Melospiza_georgiana","Emberizidae","Passeriformes",13.9,8.2,4.1,5.2,21.9,62.3,11.9,50.4,19.1,57,16.1,"Wetland",2,"3","Omnivore","Omnivore","Generalist",37.08,66.72,51.29,-92.76,6032762.64,"Extant"
"420","Prinia familiaris","Prinia_familiaris","Cisticolidae","Passeriformes",14.5,8.7,2.7,3.2,21.6,54.2,5,49.3,9.1,56,9,"Shrubland",2,"1","Carnivore","Invertivore","Generalist",-8.85,5.66,-2.46,103.87,497167.74,"Extant"
"421","Polihierax insignis","Polihierax_insignis","Falconidae","Falconiformes",18.5,11.2,8.6,11.3,35.6,142,45.2,97.2,31.8,117.8,97,"Woodland",2,"1","Carnivore","Vertivore","Generalist",10.47,22.11,15.98,100.99,532936.57,"Extant"
"422","Arremon brunneinucha","Arremon_brunneinucha","Emberizidae","Passeriformes",19.5,11.8,6.1,7.4,28.8,80.8,7.5,74.9,9.1,84.7,44,"Forest",1,"1","Omnivore","Invertivore","Generalist",-14.47,21.63,4.92,-80.55,618730.16,"Extant"
"423","Pipilo ocai","Pipilo_ocai","Emberizidae","Passeriformes",18.5,10.9,6.1,8.3,30.6,84.5,9.5,74.4,11.4,97.6,61,"Forest",1,"2","Omnivore","Omnivore","Generalist",15.89,20.96,18.83,-100.79,114057.78,"Extant"
"424","Epthianura albifrons","Epthianura_albifrons","Meliphagidae","Passeriformes",12.7,7.6,2.4,2.6,19,70.4,16,53.9,22.9,42.1,13.3,"Wetland",3,"1","Carnivore","Invertivore","Generalist",-43.64,-23.02,-31.77,134.03,2667021.56,"Extant"
"425","Anas wyvilliana","Anas_wyvilliana","Anatidae","Anseriformes",47.2,33.3,15.8,13.6,34,220,101.8,118.2,46.1,69.8,843.4,"Riverine",3,"1","Omnivore","Omnivore","Generalist",19.57,22.23,20.92,-157.33,4181.09,"Extant"
"426","Myrmeciza laemosticta","Myrmeciza_laemosticta","Thamnophilidae","Passeriformes",19.5,11.3,4.4,4.6,26.4,64,5.8,58,9.1,45,25,"Forest",1,"1","Carnivore","Invertivore","Generalist",5.24,11.09,7.9,-75.69,125059.14,"Extant"
"427","Ammodramus caudacutus","Ammodramus_caudacutus","Emberizidae","Passeriformes",15.7,9,3.8,5.4,21.2,56.8,10.6,46.1,18.9,47.5,19.2,"Wetland",3,"3","Carnivore","Invertivore","Generalist",36.02,43.95,39.39,-74.71,69526.84,"Extant"
"428","Atlapetes forbesi","Atlapetes_forbesi","Emberizidae","Passeriformes",15.9,9,5.1,7.1,27.2,79,8.6,70.4,10.8,87.5,32.2,"Forest",2,"1","Omnivore","Omnivore","Generalist",-14.49,-12.96,-13.71,-73.18,18195.92,"Extant"
"429","Mimus polyglottos","Mimus_polyglottos","Mimidae","Passeriformes",22.1,12.2,4.6,5.3,32.2,112.3,23.1,90.5,20.6,117.6,48.5,"Shrubland",2,"3","Omnivore","Omnivore","Generalist",16.21,50.99,37.86,-98.85,10145517.51,"Extant"
"430","Accipiter melanoleucus","Accipiter_melanoleucus","Accipitridae","Accipitriformes",29.6,18,10.3,16.3,75.8,302.8,107.2,200.8,35,219.4,699,"Forest",1,"1","Carnivore","Vertivore","Generalist",-34.84,18.84,-5.51,25.85,9067092.6,"Extant"
"431","Campylorhynchus gularis","Campylorhynchus_gularis","Troglodytidae","Passeriformes",22.4,13,3.7,5.3,22.9,73.6,10.6,62.1,14.6,71.6,30.1,"Shrubland",2,"1","Carnivore","Invertivore","Generalist",18.38,28.33,22.2,-103.84,243629.76,"Extant"
"432","Estrilda troglodytes","Estrilda_troglodytes","Estrildidae","Passeriformes",9.5,6.4,4.3,5,13.1,50.3,10.4,40.4,20,43.2,7.6,"Shrubland",2,"1","Herbivore","Granivore","Generalist",-0.4,18.61,11.25,12.92,1962649.25,"Extant"
"433","Junco phaeonotus","Junco_phaeonotus","Emberizidae","Passeriformes",12.9,8.2,4.6,5.9,21.4,77.7,16.6,61.3,21.2,68,20.4,"Forest",2,"2","Omnivore","Omnivore","Generalist",14.19,32.89,22.9,-102.2,536986.92,"Extant"
"434","Puffinus puffinus","Puffinus_puffinus","Procellariidae","Procellariiformes",34.6,27.3,6.4,7.9,41.7,232.5,143.2,89.2,61.6,73.8,453.3,"Marine",3,"3","Carnivore","Aquatic predator","Generalist",-73.95,73.56,3.05,-32.39,69101740.74,"Extant"
"435","Epthianura aurifrons","Epthianura_aurifrons","Meliphagidae","Passeriformes",12.7,7.8,2.5,2.5,18.1,62.8,12.8,49.7,20.5,36.8,10.5,"Shrubland",2,"1","Carnivore","Invertivore","Generalist",-38.66,-15.96,-26.01,133.05,5609912.51,"Extant"
"436","Falco cenchroides","Falco_cenchroides","Falconidae","Falconiformes",20,13.4,9.6,11.6,38.3,249.4,136.1,115.2,54.1,161.4,170.5,"Woodland",3,"2","Carnivore","Invertivore","Generalist",-43.64,-3.88,-25.73,134.49,7685043.14,"Extant"
"437","Carduelis uropygialis","Carduelis_uropygialis","Fringillidae","Passeriformes",12,7.7,4.5,6,16.2,80.4,28.7,52.8,35.2,50,14,"Shrubland",2,"1","Herbivore","Granivore","Generalist",-37.92,-24.58,-32.16,-70.2,158669.39,"Extant"
"438","Megalurus palustris","Megalurus_palustris","Sylviidae","Passeriformes",21.7,13.5,4.1,4.8,35.8,94,15.9,73.6,17.8,112.4,44.1,"Shrubland",3,"2","Carnivore","Invertivore","Generalist",-8.85,32.29,19.65,97.08,2258407.86,"Extant"
"439","Aix galericulata","Aix_galericulata","Anatidae","Anseriformes",33,20.9,13.5,10.6,34.8,222.2,111.1,110.6,50.1,94.6,567,"Forest",3,"3","Herbivore","Herbivore aquatic","Generalist",21.9,54.31,45.58,131.94,1904941.91,"Extant"
"440","Cinnycerthia peruana","Cinnycerthia_peruana","Troglodytidae","Passeriformes",17.6,10.2,4.1,4.7,25.2,59.8,6.2,53.6,10.3,59.3,19.5,"Forest",1,"1","Carnivore","Invertivore","Generalist",-13.46,-5.37,-9.16,-76.32,75819.14,"Extant"
"441","Serinus hypostictus","Serinus_hypostictus","Fringillidae","Passeriformes",12.7,8.7,5.1,6.3,14.3,64.4,14.5,49.9,22.5,47.5,13,"Forest",2,"1","Herbivore","Granivore","Generalist",-16.37,4.4,-8.98,35.1,160632.88,"Extant"
"442","Buteo rufinus","Buteo_rufinus","Accipitridae","Accipitriformes",41.6,23.5,14,19.8,86.1,447.5,180.8,266.8,40.5,244.5,1166.2,"Grassland",3,"3","Carnivore","Vertivore","Generalist",13.22,53.66,40.86,49.85,8574436.83,"Extant"
"443","Spreo bicolor","Spreo_bicolor","Sturnidae","Passeriformes",27.9,12.4,6.3,6.2,31.7,109.2,28.5,80.7,26.1,95,104,"Grassland",3,"1","Omnivore","Omnivore","Generalist",-34.84,-24.68,-30.19,25.11,787929.61,"Extant"
"444","Lonchura punctulata","Lonchura_punctulata","Estrildidae","Passeriformes",11.8,8.8,6.7,7.5,14,52.6,11.9,42.4,22,39,13.6,"Grassland",2,"1","Herbivore","Granivore","Generalist",-10.94,35.69,18.7,96.89,7189322.58,"Extant"
"445","Cisticola natalensis","Cisticola_natalensis","Cisticolidae","Passeriformes",15,7.9,3.4,4.6,25.2,67.2,9.4,56.8,14.1,51,16.4,"Grassland",2,"1","Carnivore","Invertivore","Generalist",-33.28,16.19,-3.2,23.57,7970636.77,"Extant"
"446","Lonchura leucogastra","Lonchura_leucogastra","Estrildidae","Passeriformes",14.1,9.3,7,8.2,13.8,50,9.8,40.4,19.7,34.2,11.4,"Forest",2,"1","Herbivore","Granivore","Generalist",-7.11,19.58,2.81,111.28,1481477.6,"Extant"
"447","Bradypterus alishanensis","Bradypterus_alishanensis","Sylviidae","Passeriformes",13.8,7.8,2.6,2.8,19.6,54,10.3,43.7,19.1,58.5,10,"Grassland",2,"1","Carnivore","Invertivore","Generalist",22.37,24.82,23.76,121.11,12632.48,"Extant"
"448","Turdus haplochrous","Turdus_haplochrous","Turdidae","Passeriformes",24,13.3,5.3,6.7,32.1,111.2,20.8,90.4,18.7,94.2,84,"Forest",2,NA,"Omnivore","Omnivore","Generalist",-17.12,-13.72,-15.23,-63.56,191947.3,"Extant"
"449","Lamprotornis chalcurus","Lamprotornis_chalcurus","Sturnidae","Passeriformes",26,13.8,5,6.2,31.8,136.5,36.1,98.6,26.8,80.8,63,"Shrubland",2,"1","Omnivore","Omnivore","Generalist",0.9,15.83,8.95,9.52,2454558.78,"Extant"
"450","Lonchura tristissima","Lonchura_tristissima","Estrildidae","Passeriformes",11,7.4,5.8,6.6,13.2,49.4,11.9,37.5,24.1,38.4,8.8,"Forest",2,"1","Herbivore","Granivore","Generalist",-9.82,-0.34,-4.44,140.56,434281.56,"Extant"
"451","Larus argentatus","Larus_argentatus","Laridae","Charadriiformes",70.5,25.3,8.8,18.5,64.9,429,236.3,193.8,54.9,168.5,1091,"Coastal",3,"2","Carnivore","Aquatic predator","Generalist",34.39,77.08,60.56,-9.69,13888864.47,"Extant"
"452","Psophodes olivaceus","Psophodes_olivaceus","Eupetidae","Passeriformes",23,14.9,5,7.9,31.5,94.9,6,85.4,6.7,133.6,62.4,"Forest",1,"1","Carnivore","Invertivore","Generalist",-39.48,-15.66,-30.87,149.76,428340.7,"Extant"
"453","Phyllastrephus fischeri","Phyllastrephus_fischeri","Pycnonotidae","Passeriformes",20.7,11.9,3.7,4.4,21.2,82.2,11.1,70.5,13.6,85.1,27,"Forest",1,"1","Carnivore","Invertivore","Generalist",-14.7,1.33,-7.69,38.68,270855.04,"Extant"
"454","Cissa thalassina","Cissa_thalassina","Corvidae","Passeriformes",36.7,23.3,11.4,14,41.9,136.5,11.6,124.5,8.5,115.3,125,"Forest",1,"1","Carnivore","Invertivore","Generalist",-7.7,6.3,-0.03,113.28,111911.77,"Extant"
"455","Bradypterus lopezi","Bradypterus_lopezi","Sylviidae","Passeriformes",16.4,7.7,3,3.2,23.3,60.6,6.6,54,10.9,58.7,19.2,"Forest",1,"1","Carnivore","Invertivore","Generalist",-17.2,5.96,-8.45,30.35,424179.16,"Extant"
"456","Accipiter cirrocephalus","Accipiter_cirrocephalus","Accipitridae","Accipitriformes",19.2,10.6,7.7,9.6,60.3,213,81.3,133.7,37.8,155.4,165.7,"Forest",1,"2","Carnivore","Vertivore","Generalist",-43.64,0.04,-23.36,137.81,5488639.45,"Extant"
"457","Illadopsis pyrrhoptera","Illadopsis_pyrrhoptera","Timaliidae","Passeriformes",15.3,8.6,3.3,4,23,70.8,7.4,63.4,10.4,55.5,24.8,"Forest",1,"1","Carnivore","Invertivore","Generalist",-11.35,2.48,-1.8,30.38,145566.3,"Extant"
"458","Frederickena unduligera","Frederickena_unduligera","Thamnophilidae","Passeriformes",28.4,17,7.9,10.4,35.2,99.8,9.1,92.7,8.8,88.6,83,"Forest",1,"1","Carnivore","Invertivore","Generalist",-14.36,1.93,-5.05,-70.55,1735694.57,"Extant"
"459","Cisticola aberdare","Cisticola_aberdare","Cisticolidae","Passeriformes",16,7.6,3.1,3.8,23.6,63.1,7.4,55.8,11.6,53.5,24,"Grassland",3,"1","Carnivore","Invertivore","Generalist",-0.77,-0.15,-0.44,36.14,1272.48,"Extant"
"460","Zenaida aurita","Zenaida_aurita","Columbidae","Columbiformes",22.1,8,2.8,4.5,22.9,149,50.1,98.8,33.6,96.4,156,"Forest",3,"1","Herbivore","Omnivore","Generalist",12,26.93,20.41,-75.48,230577.71,"Extant"
"461","Cettia brunnifrons","Cettia_brunnifrons","Sylviidae","Passeriformes",11,5.2,2.1,2.4,18.2,45.4,4.8,40.7,10.7,43.2,7.3,"Shrubland",2,"2","Carnivore","Invertivore","Generalist",22.35,34.92,29.04,95.71,1343501.57,"Extant"
"462","Sitta tephronota","Sitta_tephronota","Sittidae","Passeriformes",23.8,16.1,5,5,24.2,84.9,13.8,70.1,16.4,56.9,35.2,"Rock",3,"1","Omnivore","Invertivore","Generalist",26.73,45.35,35.77,61.29,2326077.82,"Extant"
"463","Megalurus albolimbatus","Megalurus_albolimbatus","Sylviidae","Passeriformes",17.4,10.6,3.4,3.3,23.4,57.5,5.5,52,9.6,59,14,"Wetland",3,"1","Carnivore","Invertivore","Generalist",-9.16,-7.52,-8.63,140.94,2389.39,"Extant"
"464","Turdus migratorius","Turdus_migratorius","Turdidae","Passeriformes",23.4,12.5,5.6,6.8,32.7,127,36.9,90.3,29,95.7,78.5,"Forest",3,"3","Omnivore","Invertivore","Generalist",15.92,70.58,50.87,-106.8,16457967.86,"Extant"
"465","Turdus pelios","Turdus_pelios","Turdidae","Passeriformes",23.8,13.1,5.1,6.3,31.4,110.6,24.4,87.5,21.8,87.7,65.4,"Woodland",2,"1","Omnivore","Omnivore","Generalist",-13.96,16.61,4.1,17.42,8376209.44,"Extant"
"466","Pipilo albicollis","Pipilo_albicollis","Emberizidae","Passeriformes",16,10.6,6,8.4,26.6,81,9.7,71.3,11.9,89.2,46.4,"Shrubland",2,"1","Herbivore","Granivore","Generalist",16.06,18.71,17.15,-97.23,64681.63,"Extant"
"467","Asthenes hudsoni","Asthenes_hudsoni","Furnariidae","Passeriformes",18.3,11.5,3.2,4.3,24.1,74.2,11.4,61,15.8,74,19,"Grassland",3,"1","Carnivore","Invertivore","Generalist",-41.84,-30.24,-35.79,-60.77,803230.15,"Extant"
"468","Pterodroma macroptera","Pterodroma_macroptera","Procellariidae","Procellariiformes",38.3,27.7,9.8,12.8,43.9,308.7,181.5,127.6,58.8,124.2,531.8,"Marine",3,"2","Carnivore","Aquatic predator","Generalist",-63.14,-18.95,-44.28,44.11,60259241.79,"Extant"
"469","Neothraupis fasciata","Neothraupis_fasciata","Thraupidae","Passeriformes",17.7,10.5,5,7.2,22.8,71.5,11.4,59.4,16.2,62.6,26.8,"Woodland",2,"1","Omnivore","Invertivore","Generalist",-24.22,2.12,-16.02,-49.57,2242410.83,"Extant"
"470","Sarkidiornis melanotos","Sarkidiornis_melanotos","Anatidae","Anseriformes",53.5,33.6,22,18.2,53.8,318.2,133.3,179.4,42.7,107.6,2610,"Wetland",3,"1","Herbivore","Herbivore aquatic","Generalist",-33.77,31.62,-4.19,1.97,28376456.45,"Extant"
"471","Luscinia obscura","Luscinia_obscura","Muscicapidae","Passeriformes",14.2,8.7,3.5,3.3,26.7,68,13.5,55,19.8,47.8,14,"Forest",1,"2","Carnivore","Invertivore","Generalist",30.97,35.67,33.49,104.89,67106.71,"Extant"
"472","Estrilda kandti","Estrilda_kandti","Estrildidae","Passeriformes",9.4,6.6,4.5,5.6,16.7,44.3,5,39.2,11.4,45.8,8,NA,2,"1","Herbivore","Granivore","Generalist",-5.4,1.41,-1.57,29.92,113134.74,"Extant"
"473","Acridotheres ginginianus","Acridotheres_ginginianus","Sturnidae","Passeriformes",24.4,14.2,5.5,6.7,34.2,120.2,29.1,90.5,24.3,77.5,72,"Grassland",3,"2","Omnivore","Omnivore","Generalist",18.38,34.46,25.86,78.09,1641344.88,"Extant"
"474","Sturnus burmannicus","Sturnus_burmannicus","Sturnidae","Passeriformes",24.9,14.2,4.9,6.1,31.9,115,30.5,83.2,26.9,73,89,"Grassland",3,"2","Omnivore","Omnivore","Generalist",-8.84,24.78,16.25,101.72,803582.57,"Extant"
"475","Accipiter chionogaster","Accipiter_chionogaster","Accipitridae","Accipitriformes",18.2,10.5,7.5,9.7,51.8,181,60.5,124.2,32.7,137,130.6,"Forest",1,"3","Carnivore","Vertivore","Generalist",NA,NA,NA,NA,NA,"Extant"
"476","Sitta neumayer","Sitta_neumayer","Sittidae","Passeriformes",22.7,15.9,4.5,5,23,80.2,12,68.4,14.9,49.3,26.5,"Rock",3,"1","Omnivore","Invertivore","Generalist",31.63,45.38,38.6,36.98,1244088.59,"Extant"
"477","Cinnycerthia olivascens","Cinnycerthia_olivascens","Troglodytidae","Passeriformes",17.9,10.9,3.9,4.8,25.3,66.6,6.5,62.5,9.4,65.9,24.4,"Forest",1,"1","Carnivore","Invertivore","Generalist",-6.37,6.99,1.79,-76.61,95207.43,"Extant"
"478","Tragopan temminckii","Tragopan_temminckii","Phasianidae","Galliformes",26.6,14.7,10.1,10.6,71.4,236.8,45.2,192.3,19.1,192.2,1163.4,"Forest",1,"1","Herbivore","Herbivore terrestrial","Generalist",21.27,33.6,28.33,104.15,1261852.15,"Extant"
"479","Estrilda caerulescens","Estrilda_caerulescens","Estrildidae","Passeriformes",10.2,7.5,4.4,5.4,14.7,50.6,6.2,44.5,12.2,42.5,9.4,"Shrubland",2,"1","Herbivore","Granivore","Generalist",7.33,16.23,10.85,1.33,1681468.53,"Extant"
"480","Haplospiza unicolor","Haplospiza_unicolor","Emberizidae","Passeriformes",13.7,8.8,4.3,6.5,17.6,64.2,11.8,52.4,18.4,49,15.3,"Forest",1,"2","Herbivore","Granivore","Generalist",-30.82,-18.74,-24.5,-49.53,977656.66,"Extant"
"481","Ammodramus savannarum","Ammodramus_savannarum","Emberizidae","Passeriformes",13.8,8.2,4.5,6.1,20.1,58.2,12.3,46,21.1,41.4,17.6,"Grassland",3,"2","Omnivore","Invertivore","Generalist",3.31,51.58,40.3,-94.6,5240941.22,"Extant"
"482","Cettia diphone","Cettia_diphone","Sylviidae","Passeriformes",16.6,8.3,3.4,4,25,60.6,8.5,51,14.3,59.8,13.3,"Shrubland",1,"1","Carnivore","Invertivore","Generalist",24.04,48.97,38.12,137.96,415764.25,"Extant"
"483","Corvus tasmanicus","Corvus_tasmanicus","Corvidae","Passeriformes",63,40.5,15.4,19.2,61.9,344.4,134.1,211.7,38.8,190.3,676.3,"Woodland",2,"1","Omnivore","Omnivore","Generalist",-43.64,-28.71,-36.48,146.37,374479.03,"Extant"
"484","Acanthornis magna","Acanthornis_magna","Acanthizidae","Passeriformes",15.2,8.4,2.3,2.9,21.9,56,9.2,46.1,16.6,48,10.2,"Forest",1,"1","Carnivore","Invertivore","Generalist",-43.64,-39.58,-41.92,146.39,45032.53,"Extant"
"485","Padda oryzivora","Padda_oryzivora","Estrildidae","Passeriformes",15.8,11.9,8.7,10.1,18.3,68.7,15.5,53.4,22.5,50.3,24.8,"Human Modified",3,"1","Herbivore","Granivore","Generalist",-8.85,-6.4,-7.57,111.44,99641.61,"Extant"
"486","Garrulax austeni","Garrulax_austeni","Timaliidae","Passeriformes",19.7,10.2,4.4,6.1,35.7,90.6,5,85.6,5.5,111.6,59,"Forest",1,"1","Omnivore","Invertivore","Generalist",21.04,26.7,24.28,93.88,52814.57,"Extant"
"487","Alopochen aegyptiaca","Alopochen_aegyptiaca","Anatidae","Anseriformes",51.6,30.1,20.8,16.7,75.8,356,143,233.2,38,128.8,1873,"Wetland",3,"2","Herbivore","Omnivore","Generalist",-34.84,24.57,-2.2,23.68,17452607.3,"Extant"
"488","Turdus serranus","Turdus_serranus","Turdidae","Passeriformes",26.9,14.6,6,6.7,34.4,124.7,23.1,102.4,18.4,112.3,84.9,"Forest",1,"1","Omnivore","Invertivore","Generalist",-25.18,10.8,-4.64,-73.24,408915.41,"Extant"
"489","Cisticola robustus","Cisticola_robustus","Cisticolidae","Passeriformes",15.3,8,3.1,4,24.8,69.4,8.4,60.3,12.3,54.8,18.5,"Grassland",3,"1","Carnivore","Invertivore","Generalist",-15.02,15.04,-4.14,27.86,1229121.48,"Extant"
"490","Garrulax formosus","Garrulax_formosus","Timaliidae","Passeriformes",24.1,12.2,5.1,6.4,38.9,101.2,3.8,97.4,3.8,115.2,94.5,"Forest",1,"1","Carnivore","Invertivore","Generalist",22.11,32.89,28.13,103.76,136654,"Extant"
"491","Tapera naevia","Tapera_naevia","Cuculidae","Cuculiformes",19.8,12.4,5.1,7.2,28,106,24.1,81.3,22.8,146.8,48.4,"Human Modified",3,"1","Carnivore","Invertivore","Generalist",-34.98,19.79,-8.55,-58.6,12346242.13,"Extant"
"492","Accipiter minullus","Accipiter_minullus","Accipitridae","Accipitriformes",16.5,9.2,6.6,8.8,41.3,150.4,44.6,105.8,29.6,105.2,87.4,"Forest",1,"1","Carnivore","Vertivore","Generalist",-34.84,17.8,-9.71,29.57,6794381.58,"Extant"
"493","Accipiter gentilis","Accipiter_gentilis","Accipitridae","Accipitriformes",33.7,19.6,11.6,18,67.3,337.6,122.6,215,36.3,241.1,866,"Forest",1,"2","Carnivore","Vertivore","Generalist",17.1,70.39,54.91,19.06,31775270.74,"Extant"
"494","Scytalopus pachecoi","Scytalopus_pachecoi","Rhinocryptidae","Passeriformes",11.7,5.9,2.8,3.2,18.2,46.4,3.2,43.1,7,39.8,15,"Forest",1,"1","Carnivore","Invertivore","Generalist",-32.02,-25.66,-28.47,-53.14,46604.22,"Extant"
"495","Myrmeciza loricata","Myrmeciza_loricata","Thamnophilidae","Passeriformes",17.4,9.5,3.6,3.6,25.3,59.8,6,54.8,9.8,65.3,15.5,"Forest",1,"1","Carnivore","Invertivore","Generalist",-23.51,-12.52,-18.67,-41.38,177950.43,"Extant"
"496","Luscinia svecica","Luscinia_svecica","Muscicapidae","Passeriformes",15.1,8.9,3.2,3.2,26.3,73.1,15.6,57.5,21.3,50,17.2,"Grassland",2,"3","Carnivore","Invertivore","Generalist",31.76,71.22,58.14,79.97,19896158.85,"Extant"
"497","Zoothera peronii","Zoothera_peronii","Turdidae","Passeriformes",22.2,14.3,5,6.4,32.9,104.6,28.5,75.7,27.4,77.9,39.9,"Forest",1,"1","Carnivore","Invertivore","Generalist",-11,-7.07,-9.16,125.23,32498.43,"Extant"
