species_number,common_name,clade,TreeName_Order,TreeName_Family,TreeName_Genus,TreeName_FINAL,PhyloName,vs_female,vs_male,redpeachpink_facial_skin,genital_notes,red_genitals,red_pelage_head,red_pelage_body_limbs,red_pelage_tail,activity_cycle,social_group_size_orig,social_group_size,multilevel
1,Azara's Night Monkey,Platyrrhine,Primates,Aotidae,Aotus,Aotus azarae,Aotus_azarae_AOTIDAE_PRIMATES,Monochromatic,Monochromatic,0,0,0,0,1,1,cath,3.27,-0.363793443,0
2,Brumback's Night Monkey,Platyrrhine,Primates,Aotidae,Aotus,Aotus brumbacki,Aotus_brumbacki_AOTIDAE_PRIMATES,Monochromatic,Monochromatic,0,0,0,0,0,0,noct,3,-0.370430215,NA
3,Grey-Legged Night Monkey,Platyrrhine,Primates,Aotidae,Aotus,Aotus griseimembra,Aotus_griseimembra_AOTIDAE_PRIMATES,Monochromatic,Monochromatic,0,0,0,0,0,0,noct,3,-0.370430215,NA
4,Hernandez-Camacho's Night Monkey,Platyrrhine,Primates,Aotidae,Aotus,Aotus jorgehernandezi,Aotus_jorgehernandezi_AOTIDAE_PRIMATES,Monochromatic,Monochromatic,NA,0,0,NA,NA,NA,noct,NA,NA,NA
5,Colombian Night Monkey,Platyrrhine,Primates,Aotidae,Aotus,Aotus lemurinus,Aotus_lemurinus_AOTIDAE_PRIMATES,Monochromatic,Monochromatic,0,0,0,0,0,1,noct,NA,NA,0
6,Andean Night Monkey,Platyrrhine,Primates,Aotidae,Aotus,Aotus miconax,Aotus_miconax_AOTIDAE_PRIMATES,Monochromatic,Monochromatic,0,0,0,0,1,1,noct,4,-0.345849577,0
7,Nancy Ma's Night Monkey,Platyrrhine,Primates,Aotidae,Aotus,Aotus nancymaae,Aotus_nancymaae_AOTIDAE_PRIMATES,Monochromatic,Monochromatic,0,0,0,0,1,1,noct,3.4,-0.36059796,0
8,Black-Headed Night Monkey,Platyrrhine,Primates,Aotidae,Aotus,Aotus nigriceps,Aotus_nigriceps_AOTIDAE_PRIMATES,Monochromatic,Monochromatic,0,0,0,0,1,1,noct,4.1,-0.343391513,0
9,Northern Night Monkey,Platyrrhine,Primates,Aotidae,Aotus,Aotus trivirgatus,Aotus_trivirgatus_AOTIDAE_PRIMATES,Monochromatic,Monochromatic,0,0,0,0,1,1,noct,2.9,-0.372888279,0
10,Spix's Night Monkey,Platyrrhine,Primates,Aotidae,Aotus,Aotus vociferans,Aotus_vociferans_AOTIDAE_PRIMATES,Monochromatic,Monochromatic,0,0,0,0,1,1,noct,3.3,-0.363056024,0
11,Panamanian Night Monkey,Platyrrhine,Primates,Aotidae,Aotus,Aotus zonalis,Aotus_zonalis_AOTIDAE_PRIMATES,Monochromatic,Monochromatic,0,0,0,0,0,1,noct,4.5,-0.333559258,NA
12,Ursine Howler Monkey,Platyrrhine,Primates,Atelidae,Alouatta,Alouatta arctoidea,Alouatta_arctoidea_ATELIDAE_PRIMATES,Trichromatic,Trichromatic,0,0,0,0,0,0,NA,8.25,-0.241381865,NA
13,Red-Handed Howler Monkey,Platyrrhine,Primates,Atelidae,Alouatta,Alouatta belzebul,Alouatta_belzebul_ATELIDAE_PRIMATES,Trichromatic,Trichromatic,0,Rusty red scrotum - PELAGE,0,0,1,1,di,7,-0.272107663,0
14,Black and Gold Howler Monkey,Platyrrhine,Primates,Atelidae,Alouatta,Alouatta caraya,Alouatta_caraya_ATELIDAE_PRIMATES,Trichromatic,Trichromatic,0,Rusty red scrotum - PELAGE,0,1,0,1,di,10.1,-0.195907685,0
15,Spix's Howler Monkey,Platyrrhine,Primates,Atelidae,Alouatta,Alouatta discolor,Alouatta_discolor_ATELIDAE_PRIMATES,Trichromatic,Trichromatic,0,0,0,0,1,0,NA,8,-0.247527025,NA
16,Brown Howler Monkey,Platyrrhine,Primates,Atelidae,Alouatta,Alouatta guariba,Alouatta_guariba_ATELIDAE_PRIMATES,Trichromatic,Trichromatic,0,0,0,1,1,1,di,6.5,-0.284397982,0
17,Jurua Red Howler Monkey,Platyrrhine,Primates,Atelidae,Alouatta,Alouatta juara,Alouatta_juara_ATELIDAE_PRIMATES,Trichromatic,Trichromatic,NA,0,0,NA,NA,NA,NA,9.5,-0.210656068,NA
18,Guianan Red Howler Monkey,Platyrrhine,Primates,Atelidae,Alouatta,Alouatta macconnelli,Alouatta_macconnelli_ATELIDAE_PRIMATES,Trichromatic,Trichromatic,0,0,0,1,1,1,di,9.01,-0.222700581,0
19,Black Howler Monkey,Platyrrhine,Primates,Atelidae,Alouatta,Alouatta nigerrima,Alouatta_nigerrima_ATELIDAE_PRIMATES,Trichromatic,Trichromatic,0,0,0,0,0,0,di,5,-0.321268939,0
20,Mantled Howler Monkey,Platyrrhine,Primates,Atelidae,Alouatta,Alouatta palliata,Alouatta_palliata_ATELIDAE_PRIMATES,Trichromatic,Trichromatic,0,white scrotum - skin,0,0,0,0,di,15.1,-0.073004495,0
21,Yucatán Black Howler Monkey,Platyrrhine,Primates,Atelidae,Alouatta,Alouatta pigra,Alouatta_pigra_ATELIDAE_PRIMATES,Trichromatic,Trichromatic,0,white scrotum - skin,0,0,0,0,di,6.3,-0.28931411,0
22,Purus Red Howler Monkey,Platyrrhine,Primates,Atelidae,Alouatta,Alouatta puruensis,Alouatta_puruensis_ATELIDAE_PRIMATES,Trichromatic,Trichromatic,NA,0,0,NA,NA,NA,NA,9.5,-0.210656068,NA
23,Bolivian Red Howler Monkey,Platyrrhine,Primates,Atelidae,Alouatta,Alouatta sara,Alouatta_sara_ATELIDAE_PRIMATES,Trichromatic,Trichromatic,0,0,0,1,1,1,di,6.2,-0.291772173,0
24,Venezuelan Red Howler Monkey,Platyrrhine,Primates,Atelidae,Alouatta,Alouatta seniculus,Alouatta_seniculus_ATELIDAE_PRIMATES,Trichromatic,Trichromatic,0,0,0,1,1,1,di,7.9,-0.249985089,0
25,Maranhao Red-Handed Howler Monkey,Platyrrhine,Primates,Atelidae,Alouatta,Alouatta ululata,Alouatta_ululata_ATELIDAE_PRIMATES,Trichromatic,Trichromatic,NA,0,0,NA,NA,NA,NA,NA,NA,NA
26,White-Bellied Spider Monkey,Platyrrhine,Primates,Atelidae,Ateles,Ateles belzebuth,Ateles_belzebuth_ATELIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,0,di,33.4,0.376821181,0
27,Black Spider Monkey,Platyrrhine,Primates,Atelidae,Ateles,Ateles chamek,Ateles_chamek_ATELIDAE_PRIMATES,Polymorphic,Dichromatic,0,silvery genital patch - pelage,0,0,0,0,di,38.5,0.502182435,0
28,Brown-Headed Spider Monkey,Platyrrhine,Primates,Atelidae,Ateles,Ateles fusciceps,Ateles_fusciceps_ATELIDAE_PRIMATES,Polymorphic,Dichromatic,1,reddish genitals,1,0,0,0,di,3.81,-0.350519898,0
29,Geoffroy's Spider Monkey,Platyrrhine,Primates,Atelidae,Ateles,Ateles geoffroyi,Ateles_geoffroyi_ATELIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,1,0,di,31.9,0.339950224,0
30,Variegated Spider Monkey,Platyrrhine,Primates,Atelidae,Ateles,Ateles hybridus,Ateles_hybridus_ATELIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,0,di,2.61,-0.380016664,0
31,White-Cheeked Spider Monkey,Platyrrhine,Primates,Atelidae,Ateles,Ateles marginatus,Ateles_marginatus_ATELIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,0,0,di,NA,NA,0
32,Guianan Spider Monkey,Platyrrhine,Primates,Atelidae,Ateles,Ateles paniscus,Ateles_paniscus_ATELIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,0,0,di,18,-0.001720645,0
33,Southern Muriqui,Platyrrhine,Primates,Atelidae,Brachyteles,Brachyteles arachnoides,Brachyteles_arachnoides_ATELIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,0,di,18,-0.001720645,0
34,Northern Muriqui,Platyrrhine,Primates,Atelidae,Brachyteles,Brachyteles hypoxanthus,Brachyteles_hypoxanthus_ATELIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,0,0,di,36.5,0.453021159,0
35,Grey Woolly Monkey,Platyrrhine,Primates,Atelidae,Lagothrix,Lagothrix cana,Lagothrix_cana_ATELIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,1,di,18.23,0.003932902,0
36,Humboldt's Woolly Monkey,Platyrrhine,Primates,Atelidae,Lagothrix,Lagothrix lagotricha,Lagothrix_lagotricha_ATELIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,1,di,31.8,0.33749216,0
37,Colombian Woolly Monkey,Platyrrhine,Primates,Atelidae,Lagothrix,Lagothrix lugens,Lagothrix_lugens_ATELIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,0,di,18.67,0.014748383,0
38,Poeppig's Woolly Monkey,Platyrrhine,Primates,Atelidae,Lagothrix,Lagothrix poeppigii,Lagothrix_poeppigii_ATELIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,1,di,20,0.047440631,0
39,Yellow-Tailed Woolly Monkey,Platyrrhine,Primates,Atelidae,Oreonax,Oreonax flavicauda,Oreonax_flavicauda_ATELIDAE_PRIMATES,NA,NA,0,"Long clitoris, yellow fur on scrotum",0,1,1,1,di,11,-0.173785111,0
40,Black-Crowned Dwarf Marmoset,Platyrrhine,Primates,Callitrichidae,Callibella,Callibella humilis,Callibella_humilis_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,0,0,di,NA,NA,0
41,Goeldi's Monkey,Platyrrhine,Primates,Callitrichidae,Callimico,Callimico goeldii,Callimico_goeldii_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,0,di,8,-0.247527025,0
42,Buffy-Tufted-Ear Marmoset,Platyrrhine,Primates,Callitrichidae,Callithrix,Callithrix aurita,Callithrix_aurita_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,0,di,7.5,-0.259817344,0
43,Buffy-Headed Marmoset,Platyrrhine,Primates,Callitrichidae,Callithrix,Callithrix flaviceps,Callithrix_flaviceps_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,0,di,6.7,-0.279481854,0
44,Geoffroy's Tufted-Ear Marmoset,Platyrrhine,Primates,Callitrichidae,Callithrix,Callithrix geoffroyi,Callithrix_geoffroyi_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,1,0,di,5,-0.321268939,0
45,Common Marmoset,Platyrrhine,Primates,Callitrichidae,Callithrix,Callithrix jacchus,Callithrix_jacchus_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,0,0,di,9.5,-0.210656068,0
46,Wied's Marmoset,Platyrrhine,Primates,Callitrichidae,Callithrix,Callithrix kuhlii,Callithrix_kuhlii_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,0,0,di,9,-0.222946387,0
47,Black-Pencilled Marmoset,Platyrrhine,Primates,Callitrichidae,Callithrix,Callithrix penicillata,Callithrix_penicillata_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,0,di,9.5,-0.210656068,0
48,Pygmy Marmoset,Platyrrhine,Primates,Callitrichidae,Cebuella,Cebuella pygmaea,Cebuella_pygmaea_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,0,0,di,5.5,-0.30897862,0
49,Cruz Lima's Saddleback Tamarin,Platyrrhine,Primates,Callitrichidae,Leontocebus,Leontocebus cruzlimai,Leontocebus_cruzlimai_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,External genitalia are mostly or entirely black,0,1,1,0,di,NA,NA,NA
50,Saddleback Tamarin,Platyrrhine,Primates,Callitrichidae,Leontocebus,Leontocebus fuscicollis,Leontocebus_fuscicollis_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,genitalia black,0,1,0,0,di,6,-0.296688301,0
51,Illiger's Saddleback Tamarin,Platyrrhine,Primates,Callitrichidae,Leontocebus,Leontocebus illigeri,Leontocebus_illigeri_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,External genitalia are mostly or entirely black,0,0,1,0,di,6,-0.296688301,NA
52,Red-Mantled Saddleback Tamarin,Platyrrhine,Primates,Callitrichidae,Leontocebus,Leontocebus lagonotus,Leontocebus_lagonotus_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,External genitalia are black,0,0,1,0,NA,NA,NA,NA
53,Andean Saddleback Tamarin,Platyrrhine,Primates,Callitrichidae,Leontocebus,Leontocebus leucogenys,Leontocebus_leucogenys_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,External genitalia are mostly or entirely black,0,0,1,0,NA,NA,NA,NA
54,Black-Mantled Tamarin,Platyrrhine,Primates,Callitrichidae,Leontocebus,Leontocebus nigricollis,Leontocebus_nigricollis_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,black genitalia,0,0,0,0,di,5.6,-0.306520556,0
55,Geoffroy's Saddleback Tamarin,Platyrrhine,Primates,Callitrichidae,Leontocebus,Leontocebus nigrifrons,Leontocebus_nigrifrons_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,External genitalia are black,0,0,0,0,di,6.8,-0.277023791,NA
56,Golden-Mantled Tamarin,Platyrrhine,Primates,Callitrichidae,Leontocebus,Leontocebus tripartitus,Leontocebus_tripartitus_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,black genitalia,0,0,1,1,di,4.9,-0.323727003,0
57,Weddell's Saddleback Tamarin,Platyrrhine,Primates,Callitrichidae,Leontocebus,Leontocebus weddelli,Leontocebus_weddelli_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,External genitalia are mostly or entirely black,0,0,1,0,di,5,-0.321268939,0
58,Black-Faced Lion Tamarin,Platyrrhine,Primates,Callitrichidae,Leontopithecus,Leontopithecus caissara,Leontopithecus_caissara_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,1,0,di,5.12,-0.318319262,0
59,Golden-Headed Lion Tamarin,Platyrrhine,Primates,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,Leontopithecus_chrysomelas_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,1,1,1,di,6.5,-0.284397982,0
60,Golden-Rumped Lion Tamarin,Platyrrhine,Primates,Callitrichidae,Leontopithecus,Leontopithecus chrysopygus,Leontopithecus_chrysopygus_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,1,0,di,4.5,-0.333559258,0
61,Golden Lion Tamarin,Platyrrhine,Primates,Callitrichidae,Leontopithecus,Leontopithecus rosalia,Leontopithecus_rosalia_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,1,1,1,di,6.5,-0.284397982,0
62,Rio Acari Marmoset,Platyrrhine,Primates,Callitrichidae,Mico,Mico acariensis,Mico_acariensis_CALLITRICHIDAE_PRIMATES,NA,NA,1,0,0,0,0,0,di,NA,NA,0
63,Silvery Marmoset,Platyrrhine,Primates,Callitrichidae,Mico,Mico argentatus,Mico_argentatus_CALLITRICHIDAE_PRIMATES,NA,NA,1,red genitalia,1,0,0,0,di,8,-0.247527025,0
64,Golden-White Marmoset,Platyrrhine,Primates,Callitrichidae,Mico,Mico chrysoleucus,Mico_chrysoleucus_CALLITRICHIDAE_PRIMATES,NA,NA,1,0,0,0,1,1,di,NA,NA,0
65,Snethlage's Marmoset,Platyrrhine,Primates,Callitrichidae,Mico,Mico emiliae,Mico_emiliae_CALLITRICHIDAE_PRIMATES,NA,NA,1,0,0,0,0,0,di,NA,NA,0
66,Tassel-Ear Marmoset,Platyrrhine,Primates,Callitrichidae,Mico,Mico humeralifer,Mico_humeralifer_CALLITRICHIDAE_PRIMATES,NA,NA,1,0,0,0,0,0,di,6.5,-0.284397982,0
67,Rio Aripuana Marmoset,Platyrrhine,Primates,Callitrichidae,Mico,Mico intermedius,Mico_intermedius_CALLITRICHIDAE_PRIMATES,NA,NA,1,0,0,0,0,0,di,11.5,-0.161494792,0
68,White Marmoset,Platyrrhine,Primates,Callitrichidae,Mico,Mico leucippe,Mico_leucippe_CALLITRICHIDAE_PRIMATES,NA,NA,1,pinkish-scarlet genitalia,1,0,0,0,di,NA,NA,0
69,Manicore Marmoset,Platyrrhine,Primates,Callitrichidae,Mico,Mico manicorensis,Mico_manicorensis_CALLITRICHIDAE_PRIMATES,NA,NA,1,0,0,0,0,0,di,NA,NA,0
70,Marca's Marmoset,Platyrrhine,Primates,Callitrichidae,Mico,Mico marcai,Mico_marcai_CALLITRICHIDAE_PRIMATES,NA,NA,1,0,0,0,0,0,di,NA,NA,0
71,Maues Marmoset,Platyrrhine,Primates,Callitrichidae,Mico,Mico mauesi,Mico_mauesi_CALLITRICHIDAE_PRIMATES,NA,NA,1,0,0,0,0,0,di,NA,NA,0
72,Black-Tailed Marmoset,Platyrrhine,Primates,Callitrichidae,Mico,Mico melanurus,Mico_melanurus_CALLITRICHIDAE_PRIMATES,NA,NA,0,0,0,0,0,0,di,6.6,-0.281939918,0
73,Black-Headed Marmoset,Platyrrhine,Primates,Callitrichidae,Mico,Mico nigriceps,Mico_nigriceps_CALLITRICHIDAE_PRIMATES,NA,NA,NA,white hairless scrotum,0,NA,NA,NA,di,5,-0.321268939,0
74,Rondon's Marmoset,Platyrrhine,Primates,Callitrichidae,Mico,Mico rondoni,Mico_rondoni_CALLITRICHIDAE_PRIMATES,NA,NA,1,0,0,0,0,0,NA,NA,NA,NA
75,Satere Marmoset,Platyrrhine,Primates,Callitrichidae,Mico,Mico saterei,Mico_saterei_CALLITRICHIDAE_PRIMATES,NA,NA,NA,bright orange extended genitalia in both sexes,0,NA,NA,NA,di,4.8,-0.326185067,0
76,Brazilian Bare-Faced Tamarin,Platyrrhine,Primates,Callitrichidae,Saguinus,Saguinus bicolor,Saguinus_bicolor_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,1,di,4.9,-0.323727003,0
77,Geoffroy's Tamarin,Platyrrhine,Primates,Callitrichidae,Saguinus,Saguinus geoffroyi,Saguinus_geoffroyi_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,1,di,6.2,-0.291772173,0
78,Emperor Tamarin,Platyrrhine,Primates,Callitrichidae,Saguinus,Saguinus imperator,Saguinus_imperator_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,1,1,di,4.8,-0.326185067,0
79,Mottled-Faced Tamarin,Platyrrhine,Primates,Callitrichidae,Saguinus,Saguinus inustus,Saguinus_inustus_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,genitals naked & white,0,0,0,0,di,6,-0.296688301,0
80,Red-Chested Moustached Tamarin,Platyrrhine,Primates,Callitrichidae,Saguinus,Saguinus labiatus,Saguinus_labiatus_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,1,1,di,7.5,-0.259817344,0
81,Silvery-Brown Tamarin,Platyrrhine,Primates,Callitrichidae,Saguinus,Saguinus leucopus,Saguinus_leucopus_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,1,0,di,5.2,-0.316352811,0
82,Martins' Bare-Faced Tamarin,Platyrrhine,Primates,Callitrichidae,Saguinus,Saguinus martinsi,Saguinus_martinsi_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,NA,0,0,NA,NA,NA,di,5.5,-0.30897862,0
83,Golden-Handed Tamarin,Platyrrhine,Primates,Callitrichidae,Saguinus,Saguinus midas,Saguinus_midas_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,1,0,di,5.8,-0.301604429,0
84,Moustached Tamarin,Platyrrhine,Primates,Callitrichidae,Saguinus,Saguinus mystax,Saguinus_mystax_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,1,reddish vulva periodically,1,0,1,0,di,7,-0.272107663,0
85,Black-Handed Tamarin,Platyrrhine,Primates,Callitrichidae,Saguinus,Saguinus niger,Saguinus_niger_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,0,di,5,-0.321268939,0
86,Cotton-Top Tamarin,Platyrrhine,Primates,Callitrichidae,Saguinus,Saguinus oedipus,Saguinus_oedipus_CALLITRICHIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,1,1,di,6,-0.296688301,0
87,Humboldt's White-Fronted Capuchin,Platyrrhine,Primates,Cebidae,Cebus,Cebus albifrons,Cebus_albifrons_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,0,0,di,19.8,0.042524504,0
88,Colombian White-Faced Capuchin,Platyrrhine,Primates,Cebidae,Cebus,Cebus capucinus,Cebus_capucinus_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,0,0,di,16.4,-0.041049666,0
89,Kaapori Capuchin,Platyrrhine,Primates,Cebidae,Cebus,Cebus kaapori,Cebus_kaapori_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,NA,0,0,NA,NA,NA,di,1.86,-0.398452142,0
90,Wedge-Capped Capuchin,Platyrrhine,Primates,Cebidae,Cebus,Cebus olivaceus,Cebus_olivaceus_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,0,0,di,21,0.072021269,0
91,Black-Capped Squirrel Monkey,Platyrrhine,Primates,Cebidae,Saimiri,Saimiri boliviensis,Saimiri_boliviensis_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,1,0,di,60,1.030666153,0
92,Central American Squirrel Monkey,Platyrrhine,Primates,Cebidae,Saimiri,Saimiri oerstedii,Saimiri_oerstedii_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,0,0,di,50,0.784859772,0
93,Common Squirrel Monkey,Platyrrhine,Primates,Cebidae,Saimiri,Saimiri sciureus,Saimiri_sciureus_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,1,0,di,32.5,0.354698607,0
94,Golden-Backed Squirrel Monkey,Platyrrhine,Primates,Cebidae,Saimiri,Saimiri ustus,Saimiri_ustus_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,1,0,di,19.13,0.026055476,0
95,Black-Headed Squirrel Monkey,Platyrrhine,Primates,Cebidae,Saimiri,Saimiri vanzolinii,Saimiri_vanzolinii_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,1,0,di,45,0.661956582,0
96,Guianan Brown Capuchin,Platyrrhine,Primates,Cebidae,Sapajus,Sapajus apella,Sapajus_apella_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,0,di,18,-0.001720645,0
97,Azara's Capuchin,Platyrrhine,Primates,Cebidae,Sapajus,Sapajus cay,Sapajus_cay_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,1,0,0,0,0,0,NA,20,0.047440631,0
98,Blonde Capuchin,Platyrrhine,Primates,Cebidae,Sapajus,Sapajus flavius,Sapajus_flavius_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,0,NA,45,0.661956582,0
99,Bearded Capuchin,Platyrrhine,Primates,Cebidae,Sapajus,Sapajus libidinosus,Sapajus_libidinosus_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,0,di,13,-0.124623835,0
100,Large-Headed Capuchin,Platyrrhine,Primates,Cebidae,Sapajus,Sapajus macrocephalus,Sapajus_macrocephalus_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,0,di,15.5,-0.06317224,0
101,Black-Horned Capuchin,Platyrrhine,Primates,Cebidae,Sapajus,Sapajus nigritus,Sapajus_nigritus_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,0,,0,0,0,0,di,9,-0.222946387,0
102,Crested Capuchin,Platyrrhine,Primates,Cebidae,Sapajus,Sapajus robustus,Sapajus_robustus_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,0,NA,3.3,-0.363056024,0
103,Buff-Headed Capuchin,Platyrrhine,Primates,Cebidae,Sapajus,Sapajus xanthosternos,Sapajus_xanthosternos_CEBIDAE_PRIMATES,Polymorphic,Dichromatic,0,0,0,0,0,0,di,17,-0.026301283,0
104,Allen's Swamp Monkey,Catarrhine,Primates,Cercopithecidae,Allenopithecus,Allenopithecus nigroviridis,Allenopithecus_nigroviridis_CERCOPITHECIDAE_PRIMATES,Trichromatic,Trichromatic,0,"M perineum red margin and orange tuft, scrotum bluish white",0,1,1,1,di,35,0.416150202,0
105,Agile Mangabey,Catarrhine,Primates,Cercopithecidae,Cercocebus,Cercocebus agilis,Cercocebus_agilis_CERCOPITHECIDAE_PRIMATES,Trichromatic,Trichromatic,0,perineal swellings,1,0,0,0,di,10.5,-0.18607543,0
106,Sooty Mangabey,Catarrhine,Primates,Cercopithecidae,Cercocebus,Cercocebus atys,Cercocebus_atys_CERCOPITHECIDAE_PRIMATES,Trichromatic,Trichromatic,1,0,0,0,0,0,di,NA,NA,0
107,Golden-Bellied Mangabey,Catarrhine,Primates,Cercopithecidae,Cercocebus,Cercocebus chrysogaster,Cercocebus_chrysogaster_CERCOPITHECIDAE_PRIMATES,Trichromatic,Trichromatic,1,perineal swellings,1,1,1,0,di,57.5,0.969214557,0
108,Tana River Mangabey,Catarrhine,Primates,Cercopithecidae,Cercocebus,Cercocebus galeritus,Cercocebus_galeritus_CERCOPITHECIDAE_PRIMATES,Trichromatic,Trichromatic,0,0,0,0,0,0,di,28.5,0.256376055,0
109,Sanje River Mangabey,Catarrhine,Primates,Cercopithecidae,Cercocebus,Cercocebus sanjei,Cercocebus_sanjei_CERCOPITHECIDAE_PRIMATES,Trichromatic,Trichromatic,0,0,0,0,0,0,di,39,0.514472754,0
110,Red-Capped Mangabey,Catarrhine,Primates,Cercopithecidae,Cercocebus,Cercocebus torquatus,Cercocebus_torquatus_CERCOPITHECIDAE_PRIMATES,Trichromatic,Trichromatic,0,0,0,1,0,0,di,21.8,0.09168578,0
111,Red-Tailed Monkey,Catarrhine,Primates,Cercopithecidae,Cercopithecus,Cercopithecus ascanius,Cercopithecus_ascanius_CERCOPITHECIDAE_PRIMATES,Trichromatic,Trichromatic,1,0,0,0,0,1,di,28.7,0.261292182,0
112,Campbell's Monkey,Catarrhine,Primates,Cercopithecidae,Cercopithecus,Cercopithecus campbelli,Cercopithecus_campbelli_CERCOPITHECIDAE_PRIMATES,Trichromatic,Trichromatic,1,blue scrotum,0,0,0,1,di,9.3,-0.215572196,0
113,Moustached Monkey,Catarrhine,Primates,Cercopithecidae,Cercopithecus,Cercopithecus cephus,Cercopithecus_cephus_CERCOPITHECIDAE_PRIMATES,Trichromatic,Trichromatic,0,0,0,1,1,1,di,6,-0.296688301,0
114,Diana Monkey,Catarrhine,Primates,Cercopithecidae,Cercopithecus,Cercopithecus diana,Cercopithecus_diana_CERCOPITHECIDAE_PRIMATES,Trichromatic,Trichromatic,0,0,0,0,1,0,di,24.1,0.148221247,0
115,Dryas Monkey,Catarrhine,Primates,Cercopithecidae,Cercopithecus,Cercopithecus dryas,Cercopithecus_dryas_CERCOPITHECIDAE_PRIMATES,Trichromatic,Trichromatic,0,scrotum  light blue,0,0,0,0,di,16,-0.050881921,0
116,Red-Bellied Monkey,Catarrhine,Primates,Cercopithecidae,Cercopithecus,Cercopithecus erythrogaster,Cercopithecus_erythrogaster_CERCOPITHECIDAE_PRIMATES,Trichromatic,Trichromatic,1,0,0,0,1,0,di,6,-0.296688301,0
